nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalite_francaise,orientation_sexuelle,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret,smoker_num,sexe_num,sport_licence_num,nationalite_francaise_num,orientation_sexuelle_num,niveau_etude_num,region_num
Meyer,Julia,30,174.0,76.9,F,non,aucun,Auvergne-Rhône-Alpes,oui,non,het,4,181.5,3593.0,marié,2.0,0.55,2022-09-09,570.0,494.346,500.0,1,1,0,0,1,1,2
Steele,David,58,165.0,67.7,F,non,aucun,Île-de-France,non,non,het,1,339.1,1876.0,marié,0.0,0.72,2023-05-22,822.0,792.752,500.0,0,1,0,0,1,1,1
Holland,William,39,177.5,102.5,F,non,aucun,Auvergne-Rhône-Alpes,non,oui,het,0,253.9,1727.0,marié,1.0,0.87,2020-07-09,582.0,758.28,500.0,0,1,0,1,1,1,2
Walter,Alexa,61,160.1,59.8,F,oui,bac,Auvergne-Rhône-Alpes,non,oui,het,0,183.1,2919.0,veuf,1.0,0.88,2022-11-27,836.0,823.71,14731.49167817771,0,1,1,1,1,2,2
Phillips,John,24,150.8,43.7,H,non,doctorat,Occitanie,oui,non,het,2,254.1,3376.0,divorcé,5.0,0.81,2021-11-10,578.0,337.78,500.0,1,0,0,0,1,5,6
Richardson,Kenneth,62,163.2,64.3,H,non,doctorat,Hauts-de-France,non,oui,het,3,387.7,2026.0,veuf,3.0,0.41,2023-07-12,575.0,924.7199999999999,27223.67539661409,0,0,0,1,1,5,4
Parks,Eric,51,161.4,87.1,F,non,bac,Bretagne,oui,oui,het,1,281.8,1963.0,marié,1.0,0.98,2023-04-13,616.0,651.63,962.8107762078304,1,1,0,1,1,2,3
Adams,Thomas,60,170.5,91.6,F,non,bac,Auvergne-Rhône-Alpes,non,oui,het,3,178.2,1987.0,divorcé,2.0,0.79,2022-11-05,668.0,798.178,7246.921892442559,0,1,0,1,1,2,2
Thompson,Kristin,48,171.3,75.2,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,non,het,3,237.9,2733.0,veuf,5.0,0.8,2023-03-01,578.0,881.76,5798.587551548032,0,0,1,0,1,1,5
Roberts,Sherry,55,160.1,82.2,H,oui,doctorat,Normandie,non,oui,het,1,398.6,2473.0,célibataire,2.0,0.74,2025-04-14,457.0,894.708,18533.76017448125,0,0,1,1,1,5,7
Trevino,Keith,21,176.3,62.0,H,non,aucun,Corse,oui,non,het,0,168.5,2913.0,marié,4.0,0.7,2023-09-17,573.0,936.092,500.0,1,0,0,0,1,1,8
Sims,Gina,42,173.5,54.6,F,non,bac+2,Île-de-France,non,non,het,3,560.9,3358.0,célibataire,2.0,0.41,2024-12-22,616.0,648.066,8552.78762725646,0,1,0,0,1,3,1
White,Brandon,35,164.1,82.5,F,non,master,Auvergne-Rhône-Alpes,oui,non,het,1,101.0,2912.0,divorcé,4.0,0.15,2025-01-30,573.0,936.092,500.0,1,1,0,0,1,4,2
Summers,Ronald,64,158.9,81.4,H,non,doctorat,Normandie,oui,oui,het,3,205.9,1928.0,veuf,1.0,0.88,2025-04-28,535.0,737.568,4800.222784223214,1,0,0,1,1,5,7
Walker,April,33,160.5,47.3,F,oui,doctorat,Corse,non,non,het,2,282.9,2264.0,divorcé,4.0,0.35,2021-08-23,573.0,813.442,8526.45922913455,0,1,1,0,1,5,8
Johnson,Mary,74,182.5,74.7,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,het,4,343.1,1966.0,marié,3.0,0.89,2025-03-31,483.0,638.922,50404.20304057898,1,0,1,1,1,5,2
Moore,Sharon,26,171.7,66.3,F,non,bac+2,Hauts-de-France,oui,oui,het,1,331.8,1672.0,divorcé,0.0,0.56,2023-06-26,560.0,619.76,500.0,1,1,0,1,1,3,4
Rodriguez,Nicole,35,180.4,68.4,F,oui,master,Bretagne,non,oui,het,1,223.7,1308.0,divorcé,0.0,0.98,2022-04-29,560.0,978.664,19960.120465778265,0,1,1,1,1,4,3
Parker,Amy,75,168.8,70.8,F,non,aucun,Auvergne-Rhône-Alpes,non,non,het,2,142.3,1616.0,célibataire,3.0,0.22,2022-07-24,575.0,966.492,500.0,0,1,0,0,1,1,2
Hawkins,Bruce,50,175.6,54.1,F,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,het,2,229.7,4086.0,veuf,2.0,0.53,2020-05-16,391.0,634.35,22659.080761490022,1,1,0,1,1,5,2
White,Lauren,42,165.8,72.2,H,oui,bac+2,Corse,non,oui,het,2,314.4,3125.0,célibataire,1.0,1.0,2023-12-12,478.0,391.6,13638.222535289018,0,0,1,1,1,3,8
Smith,Thomas,59,167.5,70.6,H,oui,doctorat,Hauts-de-France,non,oui,het,2,245.0,4033.0,veuf,3.0,0.35,2025-05-12,789.0,1000.74,42215.455723225365,0,0,1,1,1,5,4
Torres,Rhonda,39,172.8,45.3,F,oui,doctorat,Bretagne,oui,non,hom,3,197.5,2979.0,divorcé,3.0,0.47,2020-06-25,310.0,793.8340000000001,500.0,1,1,1,0,0,5,3
Smith,Stephanie,58,161.5,67.8,H,non,aucun,Auvergne-Rhône-Alpes,non,oui,het,2,196.4,606.0,marié,3.0,0.19,2024-10-18,575.0,839.5559999999999,500.0,0,0,0,1,1,1,2
Sandoval,Anthony,34,172.1,80.8,H,non,bac+2,Occitanie,oui,oui,het,0,233.7,3067.0,divorcé,1.0,0.34,2023-09-09,582.0,955.534,500.0,1,0,0,1,1,3,6
Smith,Lisa,58,172.9,42.7,H,non,master,Bretagne,oui,non,het,2,282.5,2919.0,marié,3.0,0.0,2023-03-15,472.0,953.72,500.0,1,0,0,0,1,4,3
Barnes,Robert,44,188.6,67.2,H,non,bac,Normandie,oui,oui,het,1,276.7,3097.0,marié,5.0,0.38,2020-10-23,333.0,828.7540000000001,500.0,1,0,0,1,1,2,7
Clarke,Lauren,55,178.8,48.2,F,oui,bac,Bretagne,oui,oui,het,1,157.7,1343.0,veuf,3.0,0.9,2024-09-02,713.0,931.54,3175.0223962997425,1,1,1,1,1,2,3
Bauer,Joan,20,164.1,89.6,F,non,doctorat,Bretagne,oui,oui,het,3,319.7,2812.0,marié,5.0,0.39,2021-04-14,498.0,461.92,19457.54925595199,1,1,0,1,1,5,3
Roth,Brandon,56,190.3,48.6,F,non,aucun,Normandie,non,oui,het,4,160.1,1185.0,célibataire,2.0,0.1,2021-11-04,570.0,875.702,500.0,0,1,0,1,1,1,7
Williams,Emma,74,157.0,68.9,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,het,-1,276.2,2448.0,marié,3.0,0.86,2023-12-03,562.0,607.368,500.0,1,1,1,1,1,1,5
Nichols,Janice,18,166.6,70.4,H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,hom,0,474.5,3249.0,célibataire,4.0,0.54,2022-11-22,573.0,856.848,24586.92678444273,0,0,0,1,0,5,2
Chavez,Teresa,38,169.2,66.6,H,non,master,Corse,oui,oui,het,2,298.7,3489.0,célibataire,2.0,0.21,2024-01-20,570.0,574.45,3148.182789857926,1,0,0,1,1,4,8
Evans,Tiffany,59,176.5,64.3,H,oui,bac,Hauts-de-France,non,non,het,1,224.5,3036.0,marié,1.0,0.3,2021-01-08,582.0,619.578,500.0,0,0,1,0,1,2,4
Salinas,Natasha,61,170.4,83.0,H,oui,master,Occitanie,non,oui,het,0,173.4,3978.0,divorcé,4.0,0.82,2020-07-13,391.0,819.93,15870.131290349384,0,0,1,1,1,4,6
Burke,Sandra,41,165.2,59.1,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,het,4,281.7,3288.0,veuf,1.0,0.14,2021-05-18,427.0,855.5200000000001,25694.700938380985,1,1,1,1,1,5,5
Francis,Lisa,52,159.9,51.4,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,het,0,277.8,4117.0,veuf,4.0,0.53,2020-03-30,573.0,627.59,500.0,1,0,1,0,1,1,5
Burns,Robert,33,172.7,50.9,H,oui,bac+2,Île-de-France,oui,oui,het,2,208.1,2470.0,veuf,0.0,0.04,2021-03-12,560.0,1060.3880000000001,16567.804393279373,1,0,1,1,1,3,1
Khan,Stefanie,45,177.6,85.6,F,oui,aucun,Bretagne,oui,non,het,2,260.8,983.0,divorcé,5.0,0.92,2023-05-25,578.0,782.0,500.0,1,1,1,0,1,1,3
Banks,Jamie,48,157.6,75.9,H,oui,doctorat,Bretagne,oui,non,het,0,430.9,5470.0,marié,2.0,0.06,2022-11-25,570.0,809.7740000000001,2844.2103941737296,1,0,1,0,1,5,3
Whitaker,Andrew,52,159.9,55.0,H,oui,doctorat,Bretagne,non,oui,het,2,270.9,2175.0,divorcé,3.0,0.15,2021-10-17,602.0,687.0400000000001,44312.022287928834,0,0,1,1,1,5,3
Johnson,Christine,74,158.6,56.5,H,non,master,Île-de-France,non,non,het,0,199.6,2551.0,célibataire,5.0,0.67,2021-09-08,401.0,765.376,500.0,0,0,0,0,1,4,1
Nguyen,Juan,55,156.3,53.0,F,oui,master,Auvergne-Rhône-Alpes,oui,oui,het,3,238.6,500.0,divorcé,3.0,0.81,2022-08-08,575.0,707.99,17791.095972148913,1,1,1,1,1,4,2
Mendoza,Andrew,69,173.6,83.5,H,oui,master,Occitanie,non,oui,het,4,238.2,4242.0,célibataire,4.0,0.82,2020-08-03,573.0,765.9480000000001,49224.28126135196,0,0,1,1,1,4,6
Mccoy,Justin,30,172.7,72.9,H,non,bac+2,Normandie,non,oui,het,3,217.2,2934.0,célibataire,1.0,0.34,2022-12-04,491.0,999.756,24003.784826280924,0,0,0,1,1,3,7
Dominguez,Nicole,21,150.7,35.391,F,oui,aucun,Occitanie,oui,oui,het,1,245.2,500.0,divorcé,1.0,0.63,2023-03-10,829.0,1043.51,500.0,1,1,1,1,1,1,6
Zimmerman,Brian,56,152.7,79.7,F,oui,bac,Île-de-France,oui,non,het,3,148.6,4636.0,divorcé,3.0,0.6,2021-12-27,723.0,879.1479999999999,500.0,1,1,1,0,1,2,1
Church,James,50,155.8,72.2,H,non,bac,Hauts-de-France,non,oui,het,0,277.9,4278.0,divorcé,1.0,0.02,2024-10-21,582.0,853.35,500.0,0,0,0,1,1,2,4
Smith,Jennifer,59,183.5,63.1,F,oui,doctorat,Île-de-France,non,oui,het,4,294.1,4087.0,veuf,1.0,0.6,2023-06-06,582.0,709.094,35875.72293310961,0,1,1,1,1,5,1
Landry,Jacob,61,182.3,92.4,H,oui,master,Auvergne-Rhône-Alpes,non,oui,het,0,203.2,861.0,marié,5.0,0.69,2023-04-09,578.0,780.4219999999999,15556.354852948256,0,0,1,1,1,4,2
Barnett,Melissa,21,165.0,75.0,H,non,aucun,Normandie,non,non,het,4,259.7,1530.0,veuf,2.0,0.7,2022-07-23,570.0,822.45,500.0,0,0,0,0,1,1,7
Schneider,Scott,59,175.0,82.2,F,non,aucun,Île-de-France,oui,oui,het,0,295.0,1287.0,célibataire,3.0,0.9,2023-07-10,575.0,603.49,500.0,1,1,0,1,1,1,1
Smith,Tracey,26,156.1,71.0,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,1,284.3,1773.0,divorcé,4.0,0.41,2020-05-31,392.0,774.458,2279.848598946681,1,1,1,1,1,3,2
Shaw,Michele,35,173.0,64.4,F,non,bac,Auvergne-Rhône-Alpes,non,non,het,1,258.7,2826.0,marié,3.0,0.08,2024-01-02,786.0,742.728,500.0,0,1,0,0,1,2,2
Hall,Gary,34,166.6,93.4,H,oui,doctorat,Corse,non,oui,het,0,220.3,3281.0,marié,3.0,0.09,2025-02-19,330.0,1035.7600000000002,18374.221950979256,0,0,1,1,1,5,8
Durham,Christopher,24,169.7,56.4,F,oui,master,Occitanie,oui,non,het,3,212.2,3185.0,veuf,1.0,0.07,2021-06-09,582.0,731.5980000000001,500.0,1,1,1,0,1,4,6
Holt,James,72,158.4,72.0,H,oui,master,Corse,oui,non,het,1,161.1,2536.0,célibataire,1.0,0.4,2020-08-01,381.0,1011.6640000000001,500.0,1,0,1,0,1,4,8
Hughes,Nathan,25,156.7,86.3,H,non,aucun,Corse,oui,non,het,3,339.7,2611.0,veuf,3.0,0.76,2020-11-09,558.0,781.632,500.0,1,0,0,0,1,1,8
Martin,Betty,43,169.6,97.3,F,oui,aucun,Corse,oui,non,het,3,276.6,3239.0,marié,2.0,0.97,2023-02-10,570.0,695.6479999999999,500.0,1,1,1,0,1,1,8
Young,Justin,55,182.7,80.3,H,oui,master,Normandie,oui,non,het,2,170.4,2393.0,divorcé,1.0,0.54,2020-03-02,576.0,775.0980000000001,500.0,1,0,1,0,1,4,7
Reynolds,Derek,59,170.8,75.5,H,oui,bac,Bretagne,oui,non,het,0,189.8,3516.0,divorcé,4.0,0.57,2021-12-26,573.0,1089.31,500.0,1,0,1,0,1,2,3
Adams,Angela,73,172.3,58.9,H,oui,master,Hauts-de-France,oui,non,het,0,316.4,4477.0,veuf,4.0,0.44,2024-03-02,573.0,715.682,500.0,1,0,1,0,1,4,4
Little,David,58,168.8,70.0,H,non,master,Occitanie,oui,oui,het,1,301.5,2530.0,marié,1.0,0.23,2020-11-08,582.0,712.454,1488.928667066745,1,0,0,1,1,4,6
Bridges,Victoria,39,164.9,65.5,F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,0,210.0,4129.0,célibataire,2.0,0.89,2020-04-22,570.0,772.1279999999999,1730.6582489113773,1,1,0,1,1,3,2
Sims,Marissa,36,165.9,69.6,F,non,doctorat,Corse,oui,non,het,0,112.8,1423.0,veuf,3.0,1.0,2022-09-16,575.0,686.696,500.0,1,1,0,0,1,5,8
Dickerson,Kent,38,162.2,40.4,F,non,bac+2,Hauts-de-France,non,oui,het,-1,246.5,1652.0,divorcé,2.0,0.01,2021-09-14,597.0,688.0899999999999,500.0,0,1,0,1,1,3,4
Gardner,Victoria,70,171.9,50.7,H,non,doctorat,Occitanie,non,oui,het,3,254.5,2514.0,veuf,0.0,0.9,2024-02-05,422.0,915.19,32186.739457508163,0,0,0,1,1,5,6
Mcgrath,Michael,63,169.7,56.6,F,oui,master,Bretagne,non,non,het,1,360.5,3225.0,veuf,4.0,0.06,2020-10-28,805.0,646.976,4686.922744138513,0,1,1,0,1,4,3
Lane,Donald,23,168.2,71.5,F,oui,aucun,Bretagne,oui,non,het,1,196.8,3668.0,veuf,5.0,0.81,2023-12-08,430.0,756.45,500.0,1,1,1,0,1,1,3
Lynch,Jason,75,168.9,44.2,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,hom,3,133.2,1879.0,célibataire,1.0,0.6,2021-02-14,582.0,759.104,21232.512905949585,0,0,0,1,0,3,5
Chang,Brittany,26,158.7,79.3,H,non,doctorat,Auvergne-Rhône-Alpes,oui,non,het,1,136.4,3060.0,marié,2.0,0.71,2020-10-12,570.0,613.78,500.0,1,0,0,0,1,5,2
Reed,David,29,170.3,78.0,H,non,aucun,Bretagne,oui,non,het,0,330.0,2878.0,marié,2.0,0.47,2024-03-18,570.0,1082.52,500.0,1,0,0,0,1,1,3
Rogers,William,62,173.4,70.8,F,oui,doctorat,Corse,non,oui,het,2,208.8,4177.0,divorcé,5.0,0.92,2023-01-27,578.0,726.604,31724.938470319365,0,1,1,1,1,5,8
Davis,Brandon,26,170.2,65.8,F,oui,bac,Normandie,non,oui,het,-1,80.2,2467.0,divorcé,2.0,0.1,2022-06-07,570.0,1111.522,500.0,0,1,1,1,1,2,7
Murphy,Emily,68,147.89100000000002,63.3,F,non,doctorat,Corse,oui,oui,het,3,235.4,2845.0,veuf,1.0,0.3,2024-08-31,582.0,543.838,9120.799671048062,1,1,0,1,1,5,8
Mayer,Yvonne,43,166.4,59.5,H,oui,doctorat,Hauts-de-France,non,non,het,1,356.5,646.0,marié,3.0,0.78,2024-04-17,621.0,716.474,500.0,0,0,1,0,1,5,4
Johnston,Heather,33,162.5,90.3,H,non,bac,Île-de-France,oui,non,het,5,168.8,3258.0,divorcé,1.0,0.26,2024-09-14,582.0,915.092,1840.354157890244,1,0,0,0,1,2,1
Jenkins,Mary,40,168.2,65.9,H,oui,doctorat,Occitanie,oui,oui,het,0,141.1,3297.0,veuf,0.0,0.02,2024-03-13,560.0,1014.61,13025.129389317028,1,0,1,1,1,5,6
Peters,Jennifer,74,182.3,59.1,F,non,aucun,Île-de-France,oui,non,het,2,223.8,1282.0,célibataire,2.0,0.09,2022-10-10,570.0,951.4460000000001,500.0,1,1,0,0,1,1,1
Stone,Sharon,50,179.3,76.1,H,non,bac+2,Occitanie,non,oui,het,2,213.6,3477.0,veuf,5.0,0.75,2022-04-20,578.0,959.76,20167.78316032001,0,0,0,1,1,3,6
Perez,Mark,50,170.9,50.5,F,oui,bac,Bretagne,oui,oui,het,2,343.4,1133.0,veuf,0.0,0.59,2024-05-02,781.0,287.58,2824.944691806418,1,1,1,1,1,2,3
Smith,Adrienne,18,165.5,82.0,H,non,aucun,Hauts-de-France,oui,oui,het,0,180.1,2016.0,divorcé,0.0,0.89,2023-10-26,439.0,775.696,500.0,1,0,0,1,1,1,4
Welch,Elizabeth,58,188.3,90.1,F,non,bac,Corse,non,non,het,0,115.9,2457.0,veuf,0.0,0.45,2020-03-17,560.0,506.46,500.0,0,1,0,0,1,2,8
Moreno,Bailey,64,152.8,42.2,F,oui,bac+2,Normandie,oui,oui,het,1,94.8,500.0,divorcé,2.0,0.79,2024-04-11,570.0,690.3,500.0,1,1,1,1,1,3,7
Gardner,Melissa,75,166.9,81.6,F,non,bac+2,Île-de-France,non,oui,het,2,449.0,4786.0,marié,0.0,0.74,2021-02-14,492.0,665.3,24545.209227893247,0,1,0,1,1,3,1
Arias,Karla,50,174.7,54.6,H,non,aucun,Normandie,non,oui,het,1,201.2,2051.0,veuf,2.0,0.34,2022-12-18,324.0,866.376,500.0,0,0,0,1,1,1,7
Olson,William,45,179.5,63.2,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,het,2,169.4,3028.0,célibataire,3.0,0.7,2025-04-21,575.0,657.1800000000001,500.0,1,1,1,0,1,1,5
Martin,Stacey,24,158.0,73.0,F,oui,aucun,Île-de-France,non,non,het,0,439.3,523.0,divorcé,4.0,0.18,2025-05-16,796.0,772.704,500.0,0,1,1,0,1,1,1
Lewis,Wendy,61,163.0,49.2,F,oui,bac+2,Hauts-de-France,non,oui,het,2,189.3,3284.0,marié,4.0,0.61,2023-11-24,508.0,1112.68,16744.016988361298,0,1,1,1,1,3,4
Fowler,Jeremy,56,161.4,40.1,F,oui,master,Bretagne,non,non,het,0,359.7,2025.0,célibataire,0.0,0.53,2021-11-11,741.0,982.024,500.0,0,1,1,0,1,4,3
Martin,Kyle,70,173.0,46.5,H,non,master,Île-de-France,oui,oui,het,1,308.4,3213.0,divorcé,3.0,0.04,2021-07-21,575.0,696.404,10648.860482798938,1,0,0,1,1,4,1
Thomas,Daniel,74,165.0,70.1,H,non,bac,Auvergne-Rhône-Alpes,oui,oui,het,1,355.5,3315.0,marié,3.0,0.1,2024-10-01,575.0,794.7700000000001,500.0,1,0,0,1,1,2,2
Thomas,Charlotte,19,170.7,91.9,H,oui,aucun,Corse,oui,non,het,0,401.0,3205.0,veuf,0.0,0.74,2025-01-29,554.0,909.9959999999999,500.0,1,0,1,0,1,1,8
Ray,Cameron,52,165.3,73.9,H,non,aucun,Bretagne,non,oui,het,2,83.1,1942.0,divorcé,3.0,0.98,2020-06-26,575.0,606.0400000000001,6865.086396715975,0,0,0,1,1,1,3
Vega,Christina,49,171.1,92.7,H,non,master,Normandie,oui,oui,het,0,328.7,2421.0,marié,5.0,0.06,2022-12-02,521.0,889.3399999999999,500.0,1,0,0,1,1,4,7
Mercer,Nicole,60,172.5,86.9,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,non,het,0,154.2,4236.0,divorcé,2.0,0.85,2020-06-05,570.0,799.25,500.0,1,1,1,0,1,3,2
Solis,Debbie,20,176.0,73.3,H,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,1,288.9,3581.0,marié,0.0,0.4,2020-07-17,698.0,635.05,15236.920763201771,1,0,0,1,1,3,2
Hester,Krista,34,162.2,73.7,H,non,bac,Corse,oui,oui,hom,2,133.4,2339.0,veuf,4.0,0.63,2023-06-22,634.0,780.2700000000001,500.0,1,0,0,1,0,2,8
Anderson,Lindsey,36,164.1,92.1,F,non,bac,Corse,oui,oui,het,2,132.7,4116.0,veuf,1.0,0.65,2020-09-28,343.0,872.37,500.0,1,1,0,1,1,2,8
Liu,Tina,60,183.4,63.0,F,non,bac+2,Corse,oui,non,het,2,226.3,500.0,divorcé,4.0,0.5,2024-05-29,573.0,835.98,500.0,1,1,0,0,1,3,8
Munoz,Brandon,67,168.9,68.3,H,oui,master,Normandie,non,oui,het,3,308.7,1757.0,marié,3.0,0.3,2024-10-19,575.0,724.25,29836.825867292533,0,0,1,1,1,4,7
Daniels,Michael,41,164.3,56.8,H,oui,doctorat,Corse,oui,oui,het,1,352.6,1278.0,veuf,3.0,0.12,2022-09-21,782.0,787.7,16538.367525268644,1,0,1,1,1,5,8
Bond,David,21,172.3,76.2,F,oui,master,Bretagne,non,oui,het,2,230.9,3354.0,veuf,1.0,0.95,2024-10-07,795.0,616.0440000000001,28571.41994306916,0,1,1,1,1,4,3
Harrison,Christopher,74,181.8,69.0,F,non,bac,Occitanie,oui,non,het,2,252.2,2297.0,célibataire,2.0,0.64,2025-01-18,570.0,715.0799999999999,500.0,1,1,0,0,1,2,6
Wood,Timothy,75,171.9,54.8,F,oui,doctorat,Bretagne,oui,oui,hom,1,274.9,3605.0,marié,4.0,0.41,2023-04-17,573.0,704.4839999999999,18196.991401335043,1,1,1,1,0,5,3
Carey,Melanie,69,173.4,74.9,F,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,het,4,167.7,1812.0,marié,3.0,0.28,2024-05-06,432.0,675.3520000000001,31555.558847798748,0,1,1,1,1,3,2
Wallace,Brandon,55,158.0,82.3,F,non,bac,Hauts-de-France,oui,oui,het,4,430.2,2712.0,marié,1.0,0.98,2023-01-01,346.0,1298.3356,2090.349908079814,1,1,0,1,1,2,4
Walter,Walter,41,182.4,73.3,H,oui,aucun,Bretagne,non,non,het,3,296.1,4349.0,marié,2.0,0.95,2023-09-26,570.0,664.296,4196.585282945333,0,0,1,0,1,1,3
Harris,Elizabeth,68,166.2,85.0,F,oui,aucun,Corse,oui,oui,het,1,216.7,2063.0,célibataire,4.0,0.44,2022-07-20,468.0,698.3080000000001,500.0,1,1,1,1,1,1,8
Smith,Willie,62,169.3,35.391,F,non,master,Île-de-France,oui,non,het,0,286.1,2884.0,marié,2.0,0.99,2022-01-05,619.0,717.54,500.0,1,1,0,0,1,4,1
Ross,Kathryn,22,174.3,79.8,H,oui,master,Hauts-de-France,non,non,het,4,212.1,3523.0,marié,4.0,0.33,2022-12-19,425.0,763.836,11569.510663025096,0,0,1,0,1,4,4
Robinson,Lisa,46,164.2,55.6,H,oui,bac+2,Hauts-de-France,oui,non,het,3,208.3,2395.0,marié,2.0,0.92,2021-03-30,570.0,874.6479999999999,500.0,1,0,1,0,1,3,4
Johnson,Jennifer,63,150.5,62.2,H,oui,bac+2,Île-de-France,oui,oui,het,1,336.9,621.0,divorcé,1.0,0.43,2022-02-09,582.0,975.142,7118.537520790216,1,0,1,1,1,3,1
Smith,Brian,68,161.2,63.5,F,oui,doctorat,Hauts-de-France,oui,non,hom,2,189.6,1679.0,veuf,2.0,0.65,2023-08-22,725.0,758.846,500.0,1,1,1,0,0,5,4
Humphrey,Richard,48,158.4,71.2,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,het,3,205.4,2532.0,divorcé,0.0,0.19,2021-09-04,683.0,584.92,31817.726768574663,0,1,1,1,1,3,5
Ware,Christine,73,170.1,81.1,H,non,master,Normandie,non,non,het,3,-1.6,4152.0,veuf,2.0,0.87,2021-12-05,333.0,1288.04,500.0,0,0,0,0,1,4,7
Murphy,Cynthia,44,176.7,78.5,H,non,master,Auvergne-Rhône-Alpes,oui,non,het,3,348.0,4179.0,célibataire,2.0,0.34,2024-07-05,570.0,741.722,500.0,1,0,0,0,1,4,2
Smith,Erin,39,175.9,72.7,H,non,bac,Hauts-de-France,non,oui,het,4,228.5,2695.0,divorcé,3.0,0.11,2022-10-21,575.0,484.48,13154.860636694188,0,0,0,1,1,2,4
Lee,Michael,40,162.9,70.2,H,oui,bac,Auvergne-Rhône-Alpes,non,oui,het,1,390.1,2656.0,veuf,4.0,0.62,2022-10-13,803.0,929.6360000000001,25677.092727359683,0,0,1,1,1,2,2
Harper,Katie,28,168.9,78.8,H,oui,bac+2,Île-de-France,non,non,het,5,394.7,3346.0,marié,4.0,0.45,2022-03-14,573.0,683.5580000000001,18192.832525306763,0,0,1,0,1,3,1
Morris,Jade,67,177.5,56.8,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,het,2,320.5,2626.0,divorcé,0.0,0.68,2023-03-28,560.0,711.826,25107.689319613983,1,0,1,1,1,3,5
Crawford,Daniel,42,148.5,76.4,H,non,master,Hauts-de-France,oui,non,het,0,251.3,2931.0,divorcé,0.0,0.49,2021-12-01,560.0,1267.44,500.0,1,0,0,0,1,4,4
James,Kyle,72,169.3,89.9,H,oui,master,Corse,oui,oui,het,1,326.5,3484.0,marié,3.0,0.99,2020-04-03,662.0,603.876,12561.851611394752,1,0,1,1,1,4,8
Acevedo,Claire,57,174.2,80.6,F,non,aucun,Hauts-de-France,oui,non,het,1,130.4,3063.0,divorcé,1.0,0.0,2020-03-14,397.0,891.7439999999999,500.0,1,1,0,0,1,1,4
Johnson,Christina,28,174.7,104.20900000000002,F,oui,bac+2,Île-de-France,non,non,het,3,257.0,500.0,marié,5.0,0.42,2022-08-01,578.0,675.32,500.0,0,1,1,0,1,3,1
Rivera,Victoria,45,153.3,63.0,H,non,master,Île-de-France,non,oui,hom,2,332.3,2503.0,veuf,3.0,0.75,2024-03-07,575.0,774.1220000000001,23405.80329705953,0,0,0,1,0,4,1
Boyd,Michael,23,171.5,56.7,H,oui,master,Occitanie,oui,oui,het,3,277.4,1346.0,marié,1.0,0.96,2024-06-27,324.0,832.9019999999998,10434.105759628668,1,0,1,1,1,4,6
Williams,Maria,70,168.8,66.9,F,oui,bac,Corse,non,oui,het,1,190.4,2606.0,marié,5.0,0.1,2025-03-23,377.0,667.2639999999999,500.0,0,1,1,1,1,2,8
Spencer,Sean,42,160.6,67.3,H,oui,bac+2,Occitanie,non,oui,het,0,193.2,5864.0,marié,1.0,0.61,2023-08-21,582.0,751.82,30934.04546192218,0,0,1,1,1,3,6
Ryan,Carol,68,176.4,65.1,H,oui,doctorat,Île-de-France,oui,non,het,0,162.6,3018.0,célibataire,4.0,0.03,2023-07-10,623.0,889.7640000000001,3619.66205462962,1,0,1,0,1,5,1
Walker,Cody,65,175.4,44.1,F,non,doctorat,Corse,oui,oui,het,4,289.7,3170.0,marié,4.0,0.04,2023-01-28,573.0,955.8399999999999,8173.589314864944,1,1,0,1,1,5,8
Rhodes,Melissa,39,159.5,77.5,H,non,doctorat,Auvergne-Rhône-Alpes,oui,non,het,3,143.1,994.0,célibataire,1.0,0.73,2025-01-22,504.0,508.01,500.0,1,0,0,0,1,5,2
Stephenson,Kristina,59,160.6,78.2,F,oui,master,Occitanie,oui,oui,het,4,297.3,3463.0,célibataire,3.0,0.68,2020-07-07,575.0,700.13,24259.01531690829,1,1,1,1,1,4,6
Roth,Allison,69,163.0,80.9,H,non,bac+2,Occitanie,non,oui,het,2,192.3,1739.0,célibataire,2.0,0.02,2021-01-21,570.0,836.202,7746.484236047353,0,0,0,1,1,3,6
