nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalite_francaise,orientation_sexuelle,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Jones,Albert,41,190.3,63.5,F,oui,bac+2,Île-de-France,non,oui,het,0,198.1,3465.0,divorcé,3.0,0.25,2023-02-25,575.0,898.1779999999999,17266.693288207436
Flowers,Jeremy,66,147.89100000000002,79.1,F,non,master,Bretagne,oui,non,het,1,104.9,500.0,marié,3.0,0.68,2025-01-17,755.0,464.49399999999997,500.0
Barton,Jonathan,72,173.0,44.0,F,oui,doctorat,Hauts-de-France,oui,non,het,0,258.7,3562.0,veuf,0.0,0.96,2021-12-19,560.0,354.88,500.0
Fisher,Robert,19,166.3,72.6,H,oui,doctorat,Hauts-de-France,non,oui,het,0,239.0,2167.0,divorcé,4.0,0.54,2022-02-22,573.0,1132.83,19303.04005414151
Maldonado,Mary,55,185.5,85.0,H,oui,bac+2,Hauts-de-France,non,oui,hom,3,245.6,3066.0,célibataire,3.0,0.35,2022-06-16,596.0,893.65,28539.16180492773
Yu,Steven,20,177.5,60.0,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,het,3,250.9,2598.0,veuf,1.0,0.17,2022-07-05,632.0,550.7239999999999,9674.36038229509
Oneill,Steven,36,171.7,76.8,F,oui,aucun,Occitanie,oui,non,het,0,179.7,4470.0,célibataire,0.0,0.48,2021-01-08,560.0,950.99,500.0
Alvarez,David,25,180.0,51.6,F,non,aucun,Bretagne,non,non,hom,2,237.8,4145.0,veuf,0.0,0.13,2024-06-26,771.0,899.948,500.0
Nelson,Leslie,45,167.7,35.391,H,oui,bac,Corse,oui,oui,het,0,189.3,2292.0,veuf,5.0,0.36,2021-11-18,578.0,866.582,500.0
Herrera,Sean,66,164.4,76.6,F,non,doctorat,Corse,non,non,het,0,279.9,3620.0,marié,3.0,0.32,2021-11-28,583.0,677.616,500.0
Gibson,Wendy,44,157.2,49.3,F,oui,aucun,Normandie,non,oui,het,0,201.3,1539.0,veuf,5.0,0.32,2021-04-02,578.0,896.6479999999999,500.0
Estrada,Kenneth,51,175.6,79.9,H,non,bac,Bretagne,non,oui,het,3,292.4,3041.0,divorcé,1.0,0.89,2024-04-13,582.0,1114.39,27860.996414522197
Jones,Colin,70,181.1,60.1,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,het,3,246.4,1725.0,veuf,5.0,0.52,2024-10-01,787.0,788.588,47824.01684936389
Faulkner,Jose,61,152.3,77.5,H,non,master,Normandie,non,non,het,0,469.4,500.0,marié,0.0,0.64,2024-03-10,493.0,671.494,500.0
Harris,Thomas,55,179.4,82.2,F,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,het,1,366.1,3255.0,marié,4.0,0.85,2025-03-20,397.0,878.664,17872.61982668522
Cervantes,Allison,21,181.9,78.9,H,oui,aucun,Île-de-France,oui,non,het,3,301.3,1795.0,veuf,2.0,0.18,2021-03-01,432.0,630.27,500.0
Garza,Tara,30,166.2,52.8,F,non,doctorat,Bretagne,non,oui,het,0,220.3,1787.0,divorcé,2.0,0.75,2024-11-27,520.0,747.568,17812.672784694176
Walsh,Jennifer,33,155.5,100.6,F,non,doctorat,Bretagne,non,non,het,1,197.1,1619.0,marié,5.0,0.37,2020-11-13,525.0,1081.03,500.0
Friedman,Melanie,56,175.3,104.20900000000002,H,non,master,Hauts-de-France,oui,oui,het,1,218.9,500.0,marié,5.0,0.54,2023-05-26,626.0,675.4100000000001,643.8541157096249
Brown,Jennifer,33,172.5,60.8,F,oui,bac+2,Bretagne,oui,non,het,2,348.0,2781.0,divorcé,3.0,0.25,2022-03-04,575.0,1024.86,500.0
Valdez,Scott,49,152.0,82.5,H,oui,doctorat,Occitanie,non,oui,het,1,182.5,3161.0,marié,5.0,0.13,2022-12-08,740.0,670.704,24139.83459645365
Wilson,David,55,169.1,73.9,F,oui,bac+2,Occitanie,oui,oui,het,2,242.0,4164.0,veuf,5.0,0.87,2025-02-20,690.0,855.6099999999999,27069.624070776223
Macdonald,Christopher,74,163.1,74.8,H,non,bac,Provence-Alpes-Côte d’Azur,non,non,het,0,294.5,2239.0,célibataire,1.0,0.45,2021-08-01,710.0,707.4680000000001,500.0
Thompson,Samuel,31,193.80900000000003,71.5,F,oui,master,Auvergne-Rhône-Alpes,non,non,het,2,55.7,2175.0,marié,4.0,0.58,2020-06-20,573.0,762.322,500.0
Stokes,Christopher,44,162.2,58.9,F,non,master,Hauts-de-France,oui,oui,het,2,-6.3,3394.0,célibataire,1.0,0.82,2020-03-07,582.0,638.368,500.0
Morgan,Jeffrey,38,158.5,89.7,H,non,master,Bretagne,non,oui,het,-1,310.1,1971.0,divorcé,5.0,0.49,2024-07-13,690.0,810.392,22657.60411909238
Finley,Tonya,27,193.80900000000003,104.20900000000002,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,non,het,0,237.4,2618.0,marié,5.0,0.89,2024-04-06,647.0,856.702,500.0
Lucas,Jennifer,35,164.5,56.5,H,oui,master,Corse,non,non,het,4,171.6,4230.0,marié,4.0,0.94,2022-04-04,573.0,698.8539999999999,10399.90811103154
Martin,Trevor,73,168.3,55.1,H,non,doctorat,Corse,non,non,hom,2,184.7,1313.0,marié,4.0,0.28,2020-04-27,831.0,807.78,500.0
Smith,James,32,168.5,64.5,H,non,bac+2,Bretagne,oui,non,het,3,59.0,3718.0,veuf,0.0,0.0,2024-01-24,560.0,671.418,500.0
Sexton,Johnny,27,170.7,81.2,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,het,2,400.0,1497.0,divorcé,2.0,0.32,2024-12-27,653.0,866.314,18537.775217043447
Roberts,Jillian,36,166.2,95.3,F,non,aucun,Hauts-de-France,non,oui,het,2,230.1,5180.0,veuf,1.0,0.36,2023-04-16,813.0,462.698,9538.811481196964
Fletcher,Michael,19,176.1,68.7,F,oui,doctorat,Hauts-de-France,oui,non,het,1,17.9,4243.0,marié,5.0,0.19,2021-05-06,578.0,631.84,500.0
Silva,Yolanda,46,179.6,65.6,F,non,bac,Auvergne-Rhône-Alpes,non,oui,het,3,136.9,1664.0,marié,5.0,0.99,2025-02-28,352.0,891.64,6195.615759733195
Warren,Amy,37,185.9,83.9,H,oui,bac+2,Hauts-de-France,oui,oui,het,1,335.1,4392.0,marié,3.0,0.77,2021-07-25,575.0,870.1,6882.323301586739
Mendoza,Shelley,69,159.5,76.6,H,non,bac+2,Normandie,oui,non,het,2,265.6,2173.0,célibataire,5.0,0.96,2021-05-18,659.0,823.3419999999999,500.0
Bates,Jennifer,29,178.7,83.2,H,oui,doctorat,Bretagne,non,non,het,1,217.6,2259.0,veuf,4.0,0.43,2020-08-15,638.0,774.0799999999999,13781.97087361263
Bishop,Amber,30,185.9,83.9,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,het,3,231.3,3690.0,veuf,5.0,0.63,2022-10-27,728.0,903.568,33723.11517994379
Flynn,Lisa,37,179.7,70.1,F,non,aucun,Bretagne,non,oui,hom,5,182.7,3991.0,célibataire,3.0,0.95,2024-06-17,575.0,809.274,21749.664515694418
Myers,Ryan,47,169.2,75.7,F,non,doctorat,Auvergne-Rhône-Alpes,oui,non,het,1,247.9,804.0,divorcé,5.0,0.17,2020-09-02,578.0,1298.3356,500.0
Lee,Edward,52,174.1,78.6,F,non,bac,Bretagne,oui,oui,het,0,36.3,1955.0,veuf,0.0,0.72,2024-07-16,558.0,572.87,500.0
White,David,63,169.3,50.6,H,oui,aucun,Hauts-de-France,oui,oui,het,3,395.0,1912.0,célibataire,5.0,0.13,2024-05-07,509.0,837.4259999999998,5019.488505252746
Cohen,Barry,37,182.1,59.4,F,non,bac+2,Bretagne,oui,oui,het,3,247.3,500.0,marié,3.0,0.29,2020-09-24,377.0,464.49399999999997,3768.6679181945674
Garcia,Lisa,49,178.3,85.0,H,non,master,Auvergne-Rhône-Alpes,non,oui,hom,0,120.2,1992.0,célibataire,5.0,0.15,2023-10-22,405.0,780.1539999999999,500.0
Martin,Bianca,22,171.9,44.2,F,non,doctorat,Occitanie,non,oui,het,2,375.1,1612.0,veuf,5.0,0.97,2022-10-21,578.0,895.0080000000002,23980.934760015105
Taylor,Allen,50,151.3,44.7,F,oui,master,Hauts-de-France,oui,non,het,0,168.9,3427.0,marié,1.0,0.77,2024-06-01,826.0,798.966,500.0
Rodriguez,Edwin,48,159.4,58.5,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,het,-1,24.0,3160.0,marié,3.0,0.48,2021-05-15,575.0,670.704,6535.947124625878
Carr,Brittney,26,147.89100000000002,68.5,H,non,bac+2,Normandie,non,non,het,3,163.4,500.0,marié,4.0,0.92,2025-04-22,444.0,671.494,500.0
Brooks,Glen,37,169.1,68.9,F,non,master,Bretagne,non,non,het,6,197.4,5052.0,marié,2.0,0.68,2022-10-30,608.0,799.884,31657.29318823927
Johnson,Rebecca,32,155.8,88.1,F,non,master,Corse,oui,oui,het,0,381.0,500.0,veuf,3.0,0.55,2024-02-20,575.0,560.39,500.0
Ford,Gary,44,156.5,70.6,F,non,bac+2,Occitanie,non,oui,het,4,110.3,3772.0,célibataire,0.0,0.45,2020-10-21,790.0,729.394,24595.33034828989
Stevenson,Pamela,55,192.4,59.0,H,oui,master,Île-de-France,non,oui,het,4,231.6,743.0,marié,0.0,0.89,2022-08-25,560.0,820.5379999999999,34109.138476169464
Cunningham,Dawn,23,170.1,89.4,H,non,master,Provence-Alpes-Côte d’Azur,non,oui,het,4,62.0,958.0,marié,3.0,0.22,2022-04-30,575.0,833.314,21746.439778030966
Francis,Andres,38,159.2,51.7,H,non,bac,Provence-Alpes-Côte d’Azur,oui,non,het,1,221.3,3674.0,divorcé,1.0,0.59,2024-09-06,678.0,842.32,500.0
Mann,Kristin,51,154.7,84.4,F,non,bac,Occitanie,oui,oui,het,1,187.8,2954.0,veuf,2.0,0.37,2022-04-22,570.0,373.72,500.0
Woods,Hannah,55,179.9,52.9,F,oui,master,Provence-Alpes-Côte d’Azur,oui,non,het,0,206.3,2792.0,marié,3.0,0.96,2024-11-03,437.0,895.15,500.0
Harrington,Heather,45,162.9,63.4,H,non,aucun,Bretagne,non,oui,het,0,257.3,2158.0,veuf,3.0,0.48,2021-10-14,410.0,812.5719999999999,500.0
Goodwin,Alicia,26,172.6,98.8,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,3,286.2,710.0,marié,2.0,0.73,2022-08-03,570.0,1019.56,17050.430121137124
Ray,Rachel,27,190.4,59.6,H,oui,master,Bretagne,oui,oui,het,-1,194.0,2073.0,célibataire,3.0,0.21,2024-06-01,575.0,1005.494,10634.64480043792
Martinez,Linda,67,177.1,64.5,H,oui,doctorat,Normandie,non,oui,het,3,296.2,1605.0,veuf,3.0,0.8,2020-09-16,560.0,872.7300000000001,34524.33024812697
Myers,Christopher,23,183.7,66.1,H,oui,bac+2,Bretagne,oui,non,het,0,325.3,2926.0,divorcé,3.0,0.57,2021-12-22,357.0,1108.75,500.0
Ramirez,Amy,33,169.0,59.0,H,oui,aucun,Bretagne,oui,non,het,2,113.7,1499.0,marié,0.0,0.64,2024-05-07,560.0,911.3299999999999,500.0
Mooney,Jon,49,170.5,54.5,F,oui,master,Normandie,oui,non,het,0,336.0,1679.0,célibataire,5.0,0.19,2024-03-12,578.0,260.35810000000004,500.0
Robertson,Rose,46,173.6,69.2,H,non,bac+2,Corse,oui,non,het,1,381.8,1317.0,divorcé,5.0,0.31,2025-03-20,780.0,753.3639999999999,500.0
Yu,Cindy,22,180.7,45.3,H,non,bac,Hauts-de-France,oui,non,het,1,251.2,2932.0,veuf,2.0,0.89,2021-01-08,570.0,1033.574,500.0
Johnson,Travis,73,174.5,104.20900000000002,H,non,master,Corse,non,oui,het,0,340.0,1668.0,célibataire,4.0,0.85,2025-01-08,395.0,727.6659999999999,500.0
Hunter,Robert,36,179.9,75.8,F,non,doctorat,Normandie,oui,non,het,4,372.6,2954.0,célibataire,5.0,0.95,2023-11-04,578.0,540.0980000000001,500.0
Welch,Thomas,44,173.1,100.3,H,non,master,Occitanie,oui,oui,het,2,128.1,2770.0,veuf,5.0,0.94,2023-02-15,578.0,736.74,5709.977901100084
Chung,Patrick,20,167.1,62.9,F,non,master,Auvergne-Rhône-Alpes,non,oui,het,4,231.9,1512.0,veuf,1.0,0.58,2024-11-17,582.0,1118.44,21694.56360776538
Brown,Shawn,24,180.0,89.4,F,non,master,Corse,non,oui,het,3,287.9,975.0,marié,5.0,0.37,2020-06-16,578.0,1213.07,3826.860452254121
Cantrell,April,62,169.1,63.9,F,oui,master,Auvergne-Rhône-Alpes,non,oui,het,3,269.9,1628.0,marié,0.0,0.2,2022-12-03,717.0,678.6960000000001,31664.360701815047
Crawford,Daniel,23,173.7,81.8,H,oui,aucun,Normandie,oui,oui,het,4,389.6,3024.0,célibataire,1.0,0.88,2021-02-10,582.0,658.48,17093.120745564167
Brown,Trevor,31,178.6,80.1,F,oui,bac,Occitanie,non,non,het,1,166.2,687.0,marié,4.0,0.96,2023-01-17,573.0,859.234,500.0
Hodges,Thomas,55,165.5,57.9,H,oui,doctorat,Occitanie,oui,non,het,0,265.6,2692.0,célibataire,3.0,0.93,2025-05-26,575.0,755.1299999999999,500.0
Carpenter,Kelli,55,170.2,76.8,F,oui,bac+2,Île-de-France,oui,oui,het,1,442.9,1827.0,veuf,4.0,0.38,2022-06-29,573.0,494.62,10500.064030023874
Davis,Richard,22,169.5,63.3,H,non,doctorat,Hauts-de-France,non,oui,het,1,228.2,1183.0,marié,2.0,0.19,2023-05-01,365.0,875.702,9419.425697317196
Ross,Monica,57,171.6,52.9,H,oui,aucun,Corse,non,oui,het,0,448.3,3830.0,divorcé,1.0,0.47,2020-09-04,620.0,646.21,915.6606223588814
Lucas,Paul,34,172.8,97.1,F,non,aucun,Hauts-de-France,oui,non,het,0,312.0,500.0,marié,5.0,0.35,2022-09-30,578.0,675.4100000000001,500.0
Oneill,Donald,50,167.7,93.7,H,oui,bac,Auvergne-Rhône-Alpes,non,non,het,3,322.3,2627.0,veuf,4.0,0.18,2020-06-15,777.0,835.0799999999999,15116.272772127171
Wilson,Alexander,74,187.0,61.6,H,non,bac,Auvergne-Rhône-Alpes,oui,oui,het,2,281.6,3834.0,veuf,2.0,0.23,2023-08-13,570.0,762.144,3962.233440941154
Johnson,Ryan,27,169.8,70.4,H,oui,aucun,Bretagne,non,non,het,4,228.1,931.0,célibataire,1.0,0.83,2020-12-04,582.0,839.5959999999999,500.0
Sanchez,Cassidy,29,170.2,73.4,H,non,master,Hauts-de-France,non,non,het,2,231.1,1428.0,célibataire,3.0,0.84,2020-03-22,453.0,750.704,500.0
Giles,Sandra,50,185.6,68.9,H,non,bac,Normandie,non,oui,het,1,140.1,1754.0,célibataire,5.0,0.22,2024-07-23,415.0,724.2499999999999,500.0
Cummings,Michael,42,169.7,72.2,H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,het,0,45.8,2411.0,marié,4.0,0.96,2025-02-27,717.0,930.7700000000001,5066.779932853132
Savage,Michael,18,169.7,53.1,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,het,4,63.8,2824.0,célibataire,3.0,0.89,2024-11-02,575.0,752.74,32490.83051440217
Page,Danielle,32,171.9,85.6,H,non,bac+2,Corse,oui,oui,het,0,239.3,2243.0,marié,3.0,0.98,2021-12-21,575.0,610.48,500.0
Hines,Deborah,20,179.1,79.6,F,non,aucun,Bretagne,non,non,het,3,183.6,3633.0,marié,0.0,0.54,2020-02-23,393.0,785.3219999999999,500.0
Cervantes,Jennifer,48,186.0,84.7,F,oui,bac+2,Corse,non,non,het,2,200.7,3246.0,marié,5.0,0.4,2024-02-19,775.0,775.624,500.0
Lewis,Kelsey,25,158.1,72.5,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,4,20.9,3870.0,célibataire,2.0,0.04,2020-07-11,825.0,851.226,38099.07451786645
Fisher,Sara,69,180.0,59.4,F,non,aucun,Île-de-France,non,non,het,2,159.2,762.0,marié,2.0,0.28,2024-09-23,570.0,685.98,500.0
Rodriguez,Catherine,30,175.7,71.2,F,non,bac,Île-de-France,oui,oui,het,2,229.7,1015.0,marié,3.0,0.54,2020-09-02,575.0,890.9680000000001,500.0
Walker,Michael,29,161.4,65.8,H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,het,2,429.1,2395.0,célibataire,4.0,0.43,2023-06-28,588.0,796.972,3927.047408384094
Smith,Kathy,19,169.2,62.7,H,non,bac+2,Hauts-de-France,oui,oui,het,2,261.6,3594.0,célibataire,2.0,0.05,2020-01-01,400.0,494.3459999999999,3758.561042077933
Bradford,Heather,49,173.0,62.5,F,non,bac,Île-de-France,oui,oui,het,3,276.8,3828.0,marié,1.0,0.8,2021-11-12,582.0,1044.86,16350.916476579798
Jensen,Mary,36,168.9,61.2,F,oui,bac,Auvergne-Rhône-Alpes,oui,oui,het,0,259.3,2898.0,divorcé,5.0,0.55,2021-05-23,578.0,866.3299999999999,522.4712627779714
Dillon,Amy,38,168.3,80.2,F,oui,doctorat,Bretagne,oui,oui,het,1,253.5,1506.0,célibataire,0.0,0.29,2025-03-11,526.0,774.3919999999999,14833.934599885932
Mcneil,Tyler,63,180.9,77.3,H,non,aucun,Occitanie,oui,oui,het,-2,525.7,2837.0,divorcé,1.0,0.88,2021-10-02,582.0,724.7340000000002,500.0
Hale,Devon,45,168.4,67.0,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,het,5,359.1,2806.0,marié,2.0,0.98,2021-05-27,481.0,260.35810000000004,54037.335102736135
Hernandez,Sarah,68,181.8,84.0,H,non,bac+2,Auvergne-Rhône-Alpes,non,non,hom,0,395.4,2562.0,veuf,3.0,0.67,2021-07-13,466.0,930.53,500.0
Rose,Michael,33,172.9,67.5,H,non,doctorat,Hauts-de-France,non,non,het,2,73.0,4002.0,veuf,5.0,0.39,2024-11-11,429.0,834.558,500.0
Moore,Mary,25,165.8,67.0,F,non,master,Occitanie,non,oui,het,2,122.4,5026.0,veuf,2.0,0.75,2020-07-30,570.0,732.004,28276.338472989417
Wells,Sarah,33,169.1,67.8,H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,het,3,198.0,2547.0,divorcé,5.0,0.54,2020-08-01,663.0,974.742,25742.295868701567
Chavez,Angela,57,180.4,38.8,F,oui,bac+2,Occitanie,oui,non,het,1,331.0,1122.0,marié,2.0,0.79,2021-01-19,570.0,826.5539999999999,500.0
Johnson,Jeremy,71,180.5,74.3,F,non,aucun,Corse,non,non,hom,0,137.5,1882.0,veuf,1.0,0.36,2021-07-17,654.0,759.104,500.0
Lewis,Chad,37,164.5,48.6,H,oui,bac+2,Corse,non,oui,het,0,199.1,4324.0,marié,0.0,0.58,2022-06-09,560.0,504.7720000000001,4709.420129185195
Fisher,Amy,36,151.8,67.6,F,non,bac+2,Bretagne,oui,oui,het,-1,101.7,1010.0,marié,1.0,0.53,2021-07-09,582.0,956.088,500.0
Merritt,Elizabeth,67,165.4,67.8,H,oui,bac,Île-de-France,oui,oui,het,5,64.0,3330.0,célibataire,2.0,0.24,2020-11-14,570.0,945.3120000000001,26756.546790878776
Jarvis,Arthur,31,154.3,87.9,H,non,doctorat,Occitanie,non,oui,het,0,177.0,3013.0,divorcé,2.0,0.68,2024-10-29,570.0,623.434,18514.385768524266
Parker,Jennifer,49,169.5,65.1,H,non,bac+2,Normandie,oui,oui,het,2,241.0,4038.0,divorcé,3.0,0.58,2020-07-23,575.0,902.4420000000002,12007.31276175215
Perez,Douglas,29,161.4,72.3,F,non,bac+2,Bretagne,oui,non,het,0,220.5,916.0,marié,2.0,0.99,2023-09-08,477.0,730.9599999999999,500.0
Parker,David,21,185.3,78.9,F,oui,master,Normandie,oui,non,het,0,124.2,2705.0,divorcé,0.0,0.73,2023-06-09,560.0,1030.85,500.0
Norris,Michelle,31,157.3,46.1,H,non,bac,Occitanie,non,non,het,2,257.0,893.0,marié,3.0,0.68,2020-06-27,431.0,647.88,500.0
Henry,Eric,18,173.9,78.0,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,het,3,279.6,2165.0,célibataire,1.0,0.93,2022-06-26,582.0,865.89,500.0
Benson,Frederick,51,154.4,84.5,F,oui,master,Île-de-France,non,oui,het,1,20.9,1233.0,célibataire,0.0,0.54,2020-02-16,553.0,659.826,21679.02684865698
Moss,Eric,20,174.8,64.8,H,non,doctorat,Occitanie,non,oui,het,3,97.0,3554.0,célibataire,2.0,0.21,2023-12-28,570.0,824.57,25920.19479649906
Rios,Bradley,53,156.1,69.2,F,non,doctorat,Occitanie,non,non,het,2,285.9,1206.0,célibataire,2.0,0.41,2024-03-10,849.0,860.72,500.0
Hull,Amy,63,171.6,99.8,F,oui,bac+2,Occitanie,non,oui,het,1,414.6,2598.0,marié,0.0,0.42,2021-09-15,560.0,955.424,15273.17785794068
Baird,Mitchell,37,161.3,41.5,F,non,bac,Provence-Alpes-Côte d’Azur,oui,non,het,0,276.7,3979.0,veuf,1.0,0.68,2022-05-09,336.0,707.128,500.0
Lewis,Kimberly,59,171.4,83.8,H,non,master,Hauts-de-France,non,non,hom,0,404.4,2606.0,divorcé,1.0,0.23,2022-08-24,747.0,565.074,500.0
Chandler,Michael,32,150.6,59.1,H,non,bac,Auvergne-Rhône-Alpes,oui,oui,het,0,333.1,2030.0,veuf,1.0,0.32,2022-10-25,573.0,716.3539999999999,500.0
Becker,Matthew,69,156.3,98.6,F,oui,bac,Normandie,oui,non,het,1,289.2,3898.0,célibataire,5.0,0.4,2024-08-06,578.0,713.142,500.0
Dorsey,Elizabeth,40,186.1,52.4,H,oui,bac,Hauts-de-France,non,oui,hom,1,244.2,3414.0,célibataire,0.0,0.33,2023-06-21,560.0,691.9000000000001,11616.851420951283
Turner,Joshua,18,191.5,60.5,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,non,het,3,621.2,2974.0,marié,4.0,0.62,2022-10-19,573.0,806.8639999999999,9729.395604890711
Flores,Wendy,27,178.4,55.9,F,non,aucun,Corse,oui,oui,het,2,355.1,1611.0,divorcé,1.0,0.84,2022-11-09,517.0,915.5840000000001,500.0
Arellano,Paige,25,160.9,73.0,H,oui,bac+2,Île-de-France,oui,non,het,3,431.7,2194.0,veuf,1.0,0.96,2020-08-14,582.0,753.99,1404.9058013863016
Sanders,Cynthia,72,180.2,59.4,F,oui,doctorat,Normandie,non,non,het,3,268.6,1907.0,célibataire,5.0,0.46,2022-05-09,578.0,462.47800000000007,10784.092323369034
Williams,Rick,58,171.5,66.9,F,non,master,Bretagne,non,oui,het,0,253.1,2442.0,célibataire,4.0,0.38,2021-07-30,573.0,803.682,10224.586391858706
Long,Chad,28,171.4,55.8,F,oui,master,Bretagne,non,non,het,1,222.3,2703.0,célibataire,0.0,0.32,2025-05-16,590.0,795.81,1993.6247000393284
Clark,Caitlin,41,176.1,54.2,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,het,2,406.5,2738.0,divorcé,5.0,0.79,2020-08-28,578.0,670.84,28158.152579265017
Davis,Jonathan,44,168.6,85.6,H,oui,bac,Occitanie,non,non,het,0,260.6,3501.0,veuf,4.0,0.86,2025-02-06,573.0,768.696,500.0
Cox,Rachael,27,162.0,73.5,H,oui,aucun,Corse,non,oui,het,0,369.6,3130.0,célibataire,2.0,0.69,2022-12-05,616.0,837.7860000000001,6602.134827886023
Gill,James,67,155.5,64.7,F,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,het,0,292.3,2276.0,marié,3.0,0.6,2024-12-08,532.0,899.8620000000001,5511.363015597929
Anderson,Ashley,49,173.7,63.7,H,non,bac+2,Île-de-France,non,non,het,0,295.1,500.0,veuf,3.0,0.66,2022-10-06,575.0,675.32,500.0
Colon,Michelle,42,176.6,53.0,H,oui,bac+2,Bretagne,oui,oui,het,-1,453.5,2392.0,célibataire,2.0,0.42,2022-03-20,697.0,775.098,5656.446546203223
Vargas,Abigail,62,163.4,90.4,F,non,bac,Normandie,oui,oui,het,0,303.2,3621.0,marié,0.0,0.83,2023-05-19,560.0,438.47,500.0
Blake,Melissa,65,183.0,62.7,H,non,bac+2,Île-de-France,oui,non,het,3,60.6,2322.0,veuf,1.0,0.92,2021-02-27,506.0,938.868,500.0
Pearson,Claudia,48,162.0,56.7,F,non,bac+2,Normandie,oui,non,hom,2,96.4,1314.0,marié,1.0,0.39,2022-11-05,633.0,774.338,500.0
Moore,Tyler,70,176.6,62.6,F,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,het,3,165.9,2807.0,veuf,0.0,0.75,2020-11-18,682.0,932.8219999999999,16279.16872153137
Edwards,Kenneth,73,159.9,82.8,H,non,bac,Hauts-de-France,oui,non,het,0,337.5,2643.0,veuf,5.0,0.15,2022-12-17,578.0,848.884,500.0
Tucker,Mallory,69,153.3,59.3,H,oui,bac+2,Corse,non,oui,het,0,421.3,3081.0,célibataire,5.0,0.97,2021-08-01,578.0,791.56,11381.364514288996
Mcbride,Christopher,46,185.3,95.0,H,non,bac+2,Île-de-France,non,non,het,1,118.6,921.0,veuf,0.0,0.35,2025-04-10,530.0,814.6879999999999,500.0
Wilson,Marvin,62,179.1,88.5,F,oui,master,Occitanie,oui,non,het,2,341.4,2535.0,veuf,5.0,0.39,2020-05-15,722.0,936.7879999999999,500.0
Jenkins,Tiffany,36,172.5,72.0,H,non,bac+2,Île-de-France,non,oui,het,0,123.6,2076.0,marié,5.0,0.19,2021-05-30,578.0,1132.9900000000002,2205.812321118671
Woods,Tyler,40,172.0,77.0,H,oui,master,Provence-Alpes-Côte d’Azur,non,non,het,1,327.7,1579.0,veuf,4.0,0.23,2020-12-15,545.0,443.76,1290.923297231731
Cooper,Richard,23,181.9,99.4,F,oui,master,Occitanie,oui,oui,het,2,139.9,2886.0,veuf,2.0,0.57,2020-08-30,594.0,944.948,7339.995463526555
Ritter,Emily,36,156.4,35.391,F,oui,doctorat,Auvergne-Rhône-Alpes,non,non,het,5,264.4,500.0,veuf,5.0,0.29,2020-11-23,578.0,659.83,12240.302639684318
Sutton,Patricia,63,161.4,63.0,H,oui,bac,Hauts-de-France,non,non,hom,2,236.8,2301.0,veuf,5.0,0.89,2021-12-13,593.0,879.45,500.0
Whitaker,Jason,69,189.8,55.2,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,het,4,238.3,3084.0,célibataire,0.0,0.59,2023-08-26,560.0,861.0759999999998,500.0
Berg,Tyler,61,187.3,52.0,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,het,0,341.4,1943.0,veuf,2.0,0.78,2023-06-27,570.0,688.6360000000001,500.0
Mitchell,Joe,20,181.0,83.2,F,non,bac,Normandie,oui,oui,het,0,243.0,1255.0,marié,2.0,0.45,2022-07-03,570.0,581.1279999999999,500.0
Brewer,Nicholas,72,162.2,74.1,F,non,bac+2,Bretagne,non,oui,hom,1,236.1,877.0,divorcé,5.0,0.18,2024-04-19,578.0,728.1999999999999,500.0
Pratt,Elizabeth,20,167.8,92.7,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,het,2,214.5,917.0,marié,1.0,0.99,2023-07-12,582.0,750.36,27627.800995780435
Henderson,Allison,26,164.8,82.1,H,non,master,Île-de-France,non,oui,het,0,255.4,2985.0,marié,3.0,0.02,2024-07-01,589.0,747.07,22480.16090550857
Bates,Toni,58,164.2,78.1,F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,het,3,220.2,2910.0,divorcé,3.0,0.74,2025-05-13,352.0,1298.3356,21637.58218329485
