nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Morales,Daniel,59,187.6,67.0,H,oui,doctorat,Corse,non,non,3760.0,marié,1.0,0.4,2022-07-15,553.0,359.37600000000003,4895.652051207714
Velasquez,Gary,65,174.5,86.9,H,oui,bac+2,Île-de-France,oui,oui,1732.0,célibataire,4.0,0.11,2023-06-17,659.0,785.952,14262.073450077
Frederick,Gregory,53,167.1,73.9,F,oui,bac,Occitanie,oui,oui,1418.0,célibataire,0.0,0.45,2020-06-11,435.0,599.694,500.0
Long,Rachel,45,161.7,88.4,F,non,bac+2,Auvergne-Rhône-Alpes,oui,non,2860.0,divorcé,5.0,0.12,2022-10-07,557.0,969.4220000000001,500.0
Nelson,Jerry,71,157.7,62.1,F,non,aucun,Bretagne,oui,oui,3885.0,célibataire,3.0,0.56,2020-06-05,693.0,725.048,3249.2936006825817
Matthews,Brandon,40,153.1,84.0,H,non,aucun,Île-de-France,oui,oui,1575.0,divorcé,0.0,0.29,2021-05-03,580.0,757.42,500.0
Moore,Kristine,38,168.9,65.9,F,oui,aucun,Auvergne-Rhône-Alpes,non,non,3929.0,marié,3.0,0.56,2024-03-21,780.0,901.632,500.0
Bates,Jacqueline,29,167.6,44.4,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,1602.0,veuf,0.0,0.2,2024-09-15,580.0,948.9619999999999,26078.689235848244
Castillo,Nicholas,57,159.1,74.8,F,non,doctorat,Occitanie,oui,oui,3559.0,marié,4.0,0.45,2021-05-18,576.0,964.8519999999999,21121.789105522083
Larson,Jason,64,164.7,60.7,F,oui,bac,Île-de-France,oui,oui,1172.0,marié,5.0,0.35,2023-09-14,640.0,641.362,1800.12858420373
Yang,William,48,163.5,65.2,H,oui,master,Normandie,non,oui,2364.0,marié,3.0,0.92,2020-04-08,581.0,866.018,31780.7135835156
Novak,Cynthia,61,178.0,44.3,F,non,doctorat,Île-de-France,oui,oui,2340.0,marié,5.0,0.93,2021-02-15,440.0,533.624,19314.498263126257
Lowe,Brad,20,167.4,91.8,H,oui,doctorat,Normandie,non,oui,1518.0,célibataire,5.0,0.43,2023-06-28,557.0,787.884,22183.548008272657
Kelley,Mark,38,165.5,66.4,F,oui,master,Auvergne-Rhône-Alpes,oui,non,2591.0,divorcé,4.0,0.17,2025-01-14,416.0,766.95,500.0
Burke,Jessica,55,165.8,53.9,H,non,doctorat,Normandie,oui,oui,3216.0,célibataire,2.0,0.41,2022-02-10,604.0,688.866,20943.925321498227
Charles,Michael,30,156.0,63.5,H,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,5710.0,marié,0.0,0.81,2021-11-12,580.0,647.916,24888.467615980124
Maldonado,Mia,63,161.4,77.1,F,non,bac,Île-de-France,non,oui,2178.0,veuf,2.0,0.24,2023-12-09,759.0,801.016,17971.484206150028
Ward,Savannah,67,159.3,75.5,F,non,doctorat,Hauts-de-France,non,non,2418.0,marié,1.0,0.9,2024-06-08,509.0,622.21,500.0
Reed,Dawn,52,171.4,64.5,H,non,master,Hauts-de-France,non,oui,3084.0,célibataire,1.0,0.39,2021-04-04,553.0,738.822,19491.642121358527
Cox,David,62,178.6,75.6,F,non,bac,Bretagne,non,non,2587.0,célibataire,0.0,0.59,2023-09-10,724.0,860.5040000000001,500.0
Ward,Timothy,24,163.5,90.3,F,oui,aucun,Île-de-France,non,oui,1781.0,marié,3.0,0.28,2022-07-20,833.0,1050.78,17453.336583715794
Ochoa,Lori,19,180.2,37.6,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,2444.0,célibataire,5.0,0.19,2024-11-17,384.0,361.43,4535.257996446864
Pacheco,Marcus,34,175.7,74.1,H,non,bac+2,Corse,oui,oui,2240.0,divorcé,4.0,0.99,2021-12-20,576.0,751.4640000000002,500.0
Ford,Christopher,32,172.3,100.1,F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,1883.0,divorcé,4.0,0.31,2021-05-07,644.0,897.3520000000001,5818.951251586779
Smith,Rodney,70,172.9,87.4,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,4184.0,veuf,2.0,0.94,2021-07-03,577.0,1204.87,15908.354784865
Olson,Nicholas,20,154.0,81.9,H,non,bac,Auvergne-Rhône-Alpes,non,oui,2371.0,veuf,2.0,0.46,2022-03-23,797.0,321.86,13156.163203916543
Grant,Perry,69,160.7,67.4,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,4112.0,veuf,0.0,0.26,2025-04-14,580.0,644.004,12586.41190826422
Davis,Shelby,50,164.6,54.5,H,oui,master,Normandie,oui,non,1342.0,marié,3.0,0.78,2022-11-22,581.0,962.86,500.0
Hodge,Joel,42,169.0,86.3,H,oui,master,Île-de-France,oui,oui,3039.0,divorcé,5.0,0.75,2024-01-01,557.0,548.3140000000001,18082.57837239261
Jarvis,Stephen,31,168.3,85.0,H,oui,bac,Auvergne-Rhône-Alpes,non,oui,2684.0,marié,4.0,0.64,2024-11-10,576.0,899.958,20910.232298199648
Riley,Taylor,49,176.0,72.7,H,oui,bac,Normandie,oui,oui,2906.0,célibataire,5.0,0.69,2024-07-19,557.0,1066.654,4368.271406410772
Bartlett,Susan,56,173.3,66.0,F,oui,aucun,Hauts-de-France,non,oui,2339.0,marié,2.0,0.51,2024-03-08,577.0,689.472,5959.221121235392
Fields,Jason,50,179.0,95.1,F,oui,aucun,Île-de-France,oui,oui,1885.0,marié,4.0,0.38,2020-09-13,576.0,897.3520000000001,3063.9924317029386
Sanchez,Chelsea,39,173.6,63.1,H,non,aucun,Normandie,non,non,2132.0,célibataire,5.0,0.8,2022-06-05,557.0,772.624,500.0
Campbell,Eric,22,171.6,90.2,H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,3048.0,divorcé,0.0,0.11,2021-05-14,400.0,895.492,25429.596678425223
Jones,Austin,67,167.2,67.1,F,oui,master,Occitanie,oui,non,1453.0,veuf,0.0,0.46,2023-01-12,843.0,804.7059999999999,500.0
Hughes,Spencer,44,169.9,72.6,H,non,aucun,Île-de-France,oui,oui,3609.0,divorcé,1.0,0.99,2024-10-16,390.0,835.0039999999999,12147.321978233802
Bauer,Richard,33,167.3,98.5,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,3073.0,divorcé,2.0,0.16,2021-11-07,577.0,896.61,1371.0456571309232
Jones,Marissa,32,162.9,76.2,F,oui,aucun,Hauts-de-France,non,oui,1819.0,divorcé,5.0,0.06,2025-05-03,557.0,690.8120000000001,500.0
Oneal,Samantha,29,173.7,85.5,F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,5052.0,divorcé,4.0,0.51,2022-09-11,576.0,603.32,15765.183806585324
Morales,Teresa,58,158.2,76.8,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,1620.0,célibataire,2.0,0.48,2023-09-30,577.0,894.8400000000001,500.0
Stewart,Michael,24,146.9,75.8,H,non,bac+2,Occitanie,non,oui,500.0,divorcé,5.0,0.21,2023-04-16,525.0,656.9540000000001,6917.450660096511
Trevino,Mary,58,165.4,39.7,F,non,aucun,Corse,non,non,2419.0,marié,2.0,0.62,2020-03-06,577.0,636.822,500.0
Humphrey,Anthony,67,186.5,55.6,H,oui,bac,Auvergne-Rhône-Alpes,oui,non,5276.0,marié,5.0,0.75,2024-02-16,557.0,911.9619999999999,500.0
Boyd,Elizabeth,44,154.4,78.0,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,4872.0,veuf,5.0,0.74,2024-03-01,557.0,747.482,27808.16795521104
Keller,Nathan,74,146.9,58.7,F,non,aucun,Hauts-de-France,non,oui,1275.0,veuf,0.0,0.66,2021-01-18,599.0,762.3199999999999,830.9050817575047
Carrillo,Emily,19,182.2,81.6,F,non,master,Corse,non,oui,2830.0,marié,2.0,0.5,2023-08-20,577.0,605.5260000000001,7951.389679421715
Walker,Sarah,19,171.1,88.6,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,1756.0,divorcé,1.0,0.51,2020-09-14,655.0,708.978,45201.87654571426
Hunter,Jennifer,54,166.2,67.2,H,non,master,Auvergne-Rhône-Alpes,non,oui,1144.0,divorcé,0.0,0.06,2020-09-30,580.0,758.066,14445.605661758987
Shaffer,Chase,65,169.2,66.7,F,non,aucun,Hauts-de-France,non,non,856.0,célibataire,5.0,0.96,2021-02-11,557.0,941.7620000000001,500.0
Wilson,Charles,59,187.2,71.5,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,1252.0,marié,0.0,0.3,2024-04-01,837.0,548.23,500.0
Reyes,Wendy,31,165.1,98.4,H,non,master,Bretagne,oui,oui,811.0,veuf,2.0,0.08,2024-04-20,577.0,821.3880000000001,11470.0907544736
Campbell,Derek,38,173.0,86.3,H,oui,doctorat,Corse,oui,oui,3531.0,marié,3.0,0.3,2023-08-28,581.0,629.422,15066.338125324157
Ewing,Paul,38,149.2,90.0,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,500.0,divorcé,5.0,0.62,2024-10-28,313.0,713.5759999999999,21950.67899962352
Williamson,Erica,57,159.0,54.4,F,oui,master,Provence-Alpes-Côte d’Azur,non,non,3473.0,marié,1.0,0.78,2021-10-27,553.0,732.5699999999999,500.0
Brown,Charles,21,165.8,62.3,F,oui,bac,Corse,non,non,1217.0,marié,1.0,0.87,2021-04-04,505.0,849.732,500.0
Wright,Daniel,32,170.7,98.3,F,non,aucun,Corse,non,non,2336.0,marié,5.0,0.63,2021-09-11,594.0,900.11,500.0
Mccormick,Leonard,42,183.9,78.0,H,non,master,Normandie,non,oui,1214.0,divorcé,3.0,0.85,2021-11-10,581.0,829.5899999999999,12027.398867886604
Bowers,Marc,68,167.4,68.3,H,non,bac,Corse,non,non,679.0,marié,5.0,0.7,2024-06-17,557.0,917.918,500.0
Lopez,Daniel,39,154.2,87.2,H,oui,doctorat,Normandie,oui,oui,3906.0,célibataire,4.0,0.97,2023-05-18,576.0,618.55,32481.422759628276
Wilson,James,39,160.5,69.8,H,oui,aucun,Hauts-de-France,non,non,500.0,célibataire,2.0,0.81,2023-09-12,577.0,837.7660000000002,500.0
Ochoa,Joshua,37,167.7,80.8,F,non,master,Normandie,oui,oui,1801.0,veuf,3.0,0.2,2024-04-19,582.0,760.074,500.0
Jones,Jennifer,46,187.0,98.7,F,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,2645.0,marié,0.0,0.27,2024-07-07,580.0,580.6479999999999,9900.825636623891
Morgan,Christopher,59,171.0,79.5,F,non,doctorat,Occitanie,non,oui,1691.0,veuf,0.0,0.72,2022-03-27,371.0,767.7280000000001,13388.222620302377
Martinez,Alan,45,171.9,83.4,F,oui,master,Normandie,non,non,500.0,divorcé,3.0,0.52,2022-08-03,618.0,654.534,500.0
Cabrera,Karla,42,165.6,54.9,H,oui,aucun,Île-de-France,oui,non,4419.0,veuf,2.0,0.47,2021-03-25,577.0,1120.464,3081.4977264689337
Rose,Kendra,27,166.1,77.2,H,non,bac,Bretagne,non,non,4403.0,célibataire,5.0,0.31,2020-08-26,557.0,751.196,500.0
Hayes,Christina,65,165.1,67.8,H,non,aucun,Bretagne,oui,oui,3072.0,célibataire,3.0,0.12,2025-01-08,581.0,726.644,4098.224663218085
Eaton,Molly,33,150.8,68.4,F,non,aucun,Provence-Alpes-Côte d’Azur,non,non,2482.0,marié,1.0,0.9,2021-03-05,510.0,604.74,500.0
Gordon,Brian,59,175.2,61.2,F,oui,master,Corse,non,oui,2136.0,célibataire,5.0,0.24,2020-08-01,557.0,837.576,18099.9870889254
Leblanc,Kevin,22,157.1,88.7,F,non,bac+2,Corse,non,oui,3895.0,divorcé,4.0,0.98,2022-10-10,772.0,816.168,9777.06260734546
Hodge,David,59,170.9,64.6,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,2634.0,veuf,2.0,0.08,2020-09-13,513.0,999.3460000000001,4685.075795880287
Hayes,Gilbert,39,176.7,76.4,F,non,aucun,Île-de-France,oui,non,1568.0,célibataire,1.0,0.21,2024-12-02,311.0,460.2799999999999,500.0
Johnson,Tammy,22,177.8,68.2,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,2527.0,marié,0.0,0.6,2021-07-19,580.0,623.0339999999999,2039.64150158787
Jones,Jesse,60,180.1,74.4,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,2113.0,divorcé,2.0,0.81,2023-08-08,577.0,870.2119999999999,5847.563940221507
Mcdonald,Allison,60,177.8,55.8,H,non,doctorat,Bretagne,non,oui,3659.0,divorcé,1.0,0.41,2024-08-09,303.0,786.702,39175.11103231254
Patel,Morgan,22,166.5,80.2,H,non,doctorat,Corse,non,oui,1109.0,marié,3.0,0.14,2024-12-10,753.0,699.9979999999999,15025.510396515016
Short,Nancy,27,190.2,69.4,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3583.0,célibataire,4.0,0.04,2021-03-28,576.0,485.16400000000004,31695.317973626374
Joseph,Gregory,66,156.7,80.7,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,878.0,célibataire,5.0,0.19,2022-09-27,349.0,955.05,6646.632315585117
Schmitt,Angela,21,187.5,58.0,H,oui,bac,Normandie,non,oui,2519.0,divorcé,1.0,0.15,2023-12-15,553.0,878.0260000000001,15350.52748315492
Mccoy,John,36,173.9,59.7,H,oui,master,Île-de-France,non,oui,1935.0,marié,5.0,0.52,2024-08-10,547.0,908.2480000000002,30454.49772937241
Shea,Angela,49,172.1,62.7,H,non,master,Hauts-de-France,oui,non,2885.0,célibataire,4.0,0.98,2022-08-05,330.0,843.4399999999999,500.0
Bell,Pamela,61,166.0,77.7,H,oui,master,Occitanie,oui,oui,2941.0,marié,0.0,0.22,2024-03-14,580.0,732.4860000000001,10195.37243250887
Hubbard,Jeremy,21,174.1,67.2,F,oui,master,Bretagne,non,non,500.0,divorcé,3.0,0.89,2022-11-04,558.0,806.098,500.0
Marks,Willie,75,174.0,54.7,H,oui,master,Occitanie,non,oui,2110.0,marié,0.0,0.16,2021-08-22,790.0,504.2339999999999,29135.737464436217
Oconnell,Lauren,54,160.8,85.8,F,non,aucun,Hauts-de-France,oui,non,4239.0,célibataire,5.0,0.91,2023-05-11,557.0,776.274,500.0
Graves,Patricia,42,153.4,75.2,H,non,aucun,Hauts-de-France,non,non,1709.0,veuf,5.0,0.28,2025-03-29,557.0,1000.064,500.0
Rodriguez,Claudia,24,160.9,64.8,F,oui,bac+2,Corse,non,non,1995.0,marié,1.0,0.83,2023-03-06,553.0,381.75,500.0
Palmer,Mariah,22,177.6,68.1,F,non,bac+2,Occitanie,oui,non,2851.0,célibataire,3.0,0.89,2021-10-18,581.0,728.0200000000001,500.0
Wright,Bianca,24,165.9,57.7,F,non,master,Hauts-de-France,oui,non,1585.0,veuf,2.0,0.75,2025-05-09,800.0,810.158,500.0
Garner,Roy,23,172.9,69.8,F,non,bac,Normandie,oui,oui,2316.0,marié,3.0,0.82,2023-08-03,672.0,847.1719999999999,4875.654269884283
Lang,Jason,60,153.9,91.9,H,non,bac+2,Corse,non,oui,3185.0,célibataire,4.0,0.36,2022-01-31,793.0,756.5,26951.67318866248
Brown,Joshua,48,164.2,70.4,F,non,master,Auvergne-Rhône-Alpes,non,oui,1698.0,célibataire,0.0,0.66,2024-08-23,580.0,707.762,13816.262680129665
Jacobson,Jodi,28,173.3,63.5,F,oui,bac,Auvergne-Rhône-Alpes,non,oui,500.0,divorcé,4.0,0.93,2022-05-18,524.0,650.918,500.0
Taylor,Andrea,60,169.4,89.0,F,oui,doctorat,Bretagne,non,oui,2302.0,veuf,5.0,0.54,2022-03-30,557.0,1201.86,30546.143047613037
Hayes,Sharon,72,164.3,68.4,H,non,bac+2,Île-de-France,non,oui,954.0,marié,2.0,0.23,2021-08-15,577.0,1054.44,15303.876298875744
Keller,Juan,19,160.4,59.6,H,non,doctorat,Île-de-France,oui,oui,3615.0,célibataire,4.0,0.49,2025-02-17,676.0,812.592,25773.88434214079
Marquez,Katie,28,171.3,74.7,F,non,bac+2,Occitanie,non,non,3806.0,divorcé,5.0,0.43,2022-10-27,557.0,813.426,500.0
Owens,Stephen,28,171.8,55.2,H,non,doctorat,Auvergne-Rhône-Alpes,oui,non,3914.0,divorcé,2.0,0.84,2023-04-21,452.0,855.6779999999999,3521.242711206401
Yang,Karen,19,189.7,61.1,H,oui,aucun,Bretagne,oui,non,500.0,veuf,2.0,0.78,2023-04-24,793.0,806.098,500.0
Green,Glenn,21,165.2,48.7,F,oui,aucun,Hauts-de-France,non,oui,1851.0,célibataire,4.0,0.03,2022-03-14,576.0,737.85,500.0
Miller,Ryan,40,167.2,70.2,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,2565.0,veuf,5.0,0.14,2025-03-22,557.0,659.692,6874.504576565261
Henry,Patrick,69,155.8,75.2,F,oui,bac+2,Île-de-France,non,non,2389.0,marié,5.0,0.91,2020-01-10,748.0,940.326,4762.398692680535
Hall,Ethan,60,156.7,62.6,H,non,doctorat,Hauts-de-France,non,non,3733.0,veuf,1.0,0.74,2025-03-21,553.0,858.94,500.0
Warren,Danielle,26,172.0,80.1,H,oui,doctorat,Île-de-France,oui,oui,840.0,marié,3.0,0.95,2022-11-09,581.0,830.0020000000001,27301.04373620307
Howell,Kirsten,71,146.9,61.9,F,non,master,Normandie,oui,non,3643.0,veuf,0.0,0.64,2024-01-21,698.0,932.592,500.0
Espinoza,Brian,62,153.4,70.2,H,non,aucun,Auvergne-Rhône-Alpes,non,oui,4582.0,divorcé,1.0,0.75,2022-08-21,553.0,792.9839999999999,13328.455418328776
Lam,Anthony,63,170.1,73.7,F,oui,doctorat,Île-de-France,non,oui,2665.0,marié,2.0,0.4,2023-10-10,785.0,904.54,33541.917204711506
Combs,Wendy,51,154.1,67.6,F,oui,bac,Occitanie,non,non,4131.0,célibataire,5.0,0.12,2023-03-21,510.0,863.41,3640.623000749377
Mendoza,David,29,186.6,91.9,H,oui,aucun,Normandie,oui,oui,2812.0,marié,0.0,0.82,2020-11-17,580.0,684.652,1983.1179546175915
Mccoy,Mckenzie,64,159.5,39.2,H,oui,bac,Bretagne,oui,non,2453.0,divorcé,3.0,0.78,2021-11-22,804.0,743.9340000000001,500.0
Sanchez,Sean,31,155.0,86.1,H,oui,master,Hauts-de-France,oui,oui,3373.0,marié,0.0,0.45,2021-07-07,580.0,817.3879999999999,29141.920205403832
Manning,Renee,62,146.9,72.1,F,oui,doctorat,Occitanie,non,oui,2054.0,veuf,2.0,0.08,2025-05-05,726.0,741.892,37193.73163275152
Dunn,Larry,33,152.8,67.7,F,non,aucun,Auvergne-Rhône-Alpes,non,non,2518.0,marié,5.0,0.16,2020-09-12,356.0,615.0319999999999,500.0
Griffin,Adam,26,161.9,54.3,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,5245.0,divorcé,2.0,0.41,2024-08-12,345.0,867.952,674.3874406919842
Phillips,Jeanette,38,159.9,51.8,H,non,aucun,Île-de-France,oui,oui,1895.0,célibataire,4.0,0.44,2024-12-14,749.0,906.222,5249.559463637888
Cox,Dennis,60,182.7,83.5,F,oui,bac,Corse,oui,oui,3452.0,veuf,4.0,0.92,2020-01-17,576.0,927.64,500.0
Hayes,David,53,191.9,102.2,H,non,bac+2,Île-de-France,oui,non,3169.0,divorcé,4.0,0.61,2022-07-05,576.0,1034.22,500.0
Cain,David,67,151.4,103.2,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,2746.0,célibataire,0.0,0.27,2022-04-19,688.0,673.44,2544.0338919489623
Sexton,Mark,42,169.1,84.6,F,non,master,Normandie,non,oui,1435.0,veuf,3.0,0.9,2021-04-20,581.0,849.48,8160.771271682468
Williams,Andrea,73,168.3,74.4,F,non,master,Normandie,oui,oui,723.0,divorcé,2.0,0.94,2024-01-25,577.0,624.89,500.0
Blair,Timothy,46,165.6,55.6,F,non,master,Normandie,oui,non,1117.0,divorcé,2.0,0.75,2023-06-22,728.0,751.0060000000001,500.0
Ruiz,Jean,47,155.2,87.1,F,non,master,Bretagne,non,non,2262.0,marié,2.0,0.36,2023-12-12,577.0,480.28200000000004,500.0
Matthews,Nathan,19,191.0,94.5,F,non,bac+2,Normandie,non,oui,948.0,divorcé,2.0,0.26,2022-09-22,577.0,1001.04,2316.650013531266
Vance,Keith,37,178.4,85.7,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,non,2423.0,célibataire,0.0,0.72,2023-06-22,434.0,838.0540000000001,500.0
French,William,25,154.9,72.6,F,oui,master,Occitanie,non,oui,1333.0,divorcé,0.0,0.9,2020-12-21,580.0,972.58,24008.62845286836
Martinez,Kimberly,38,179.7,70.8,F,non,master,Occitanie,non,non,857.0,divorcé,3.0,0.16,2022-03-23,630.0,843.658,500.0
Tran,Brent,54,175.5,82.3,H,non,bac,Normandie,non,non,1604.0,marié,2.0,0.19,2023-04-24,577.0,948.9619999999999,500.0
Baird,Carol,37,178.1,103.2,F,non,bac,Corse,oui,oui,3696.0,marié,4.0,0.86,2024-03-10,576.0,977.7,500.0
Oliver,Denise,69,169.5,103.2,F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,1295.0,marié,0.0,0.42,2021-04-02,816.0,755.9199999999998,12277.981980939903
Johnson,Amy,53,175.2,44.4,H,non,aucun,Hauts-de-France,oui,oui,3306.0,célibataire,3.0,0.49,2022-06-18,581.0,682.9860000000001,500.0
Massey,Amanda,37,172.2,87.0,H,non,master,Île-de-France,non,oui,4485.0,veuf,4.0,0.35,2022-05-28,576.0,654.742,32229.094228449227
Silva,Wendy,62,178.8,72.7,F,non,aucun,Île-de-France,non,oui,2483.0,veuf,5.0,0.09,2020-09-21,473.0,809.838,2670.383656098497
Gordon,Robert,54,164.5,71.8,H,non,doctorat,Normandie,oui,non,2372.0,marié,0.0,0.44,2024-01-23,368.0,639.734,500.0
Kirk,Nancy,36,164.2,66.8,H,oui,bac,Bretagne,oui,non,500.0,veuf,4.0,0.11,2022-01-07,576.0,806.098,500.0
Walsh,Jeffrey,56,159.4,72.2,H,oui,doctorat,Occitanie,oui,non,2857.0,célibataire,2.0,0.03,2021-04-15,577.0,918.434,500.0
Blake,Derek,74,162.0,63.0,F,oui,master,Auvergne-Rhône-Alpes,non,oui,1938.0,marié,1.0,0.05,2022-04-13,331.0,1112.716,21080.28875140006
Hunt,Joseph,19,151.5,96.1,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3802.0,divorcé,3.0,0.78,2021-09-18,430.0,644.74,31041.89141862505
Morgan,Michael,55,170.8,75.0,H,non,bac+2,Normandie,non,non,2028.0,marié,0.0,0.95,2021-11-10,580.0,410.40600000000006,500.0
Garcia,Margaret,24,166.5,65.2,H,non,aucun,Occitanie,non,oui,2487.0,célibataire,1.0,0.03,2023-09-09,553.0,645.59,2304.666214490657
Rodriguez,Caleb,22,183.6,77.8,F,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,1511.0,célibataire,1.0,0.2,2023-02-01,553.0,800.2299999999999,13350.112730015251
Chavez,Daniel,36,190.7,80.9,F,non,doctorat,Corse,oui,oui,2028.0,marié,5.0,0.76,2020-04-13,760.0,486.10800000000006,8674.065775266828
Luna,Richard,66,178.3,86.5,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,3645.0,veuf,4.0,0.97,2024-03-20,621.0,743.71,18564.0776462267
Drake,William,72,179.7,86.4,F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,521.0,divorcé,3.0,0.18,2022-11-04,581.0,727.2040000000001,21807.98852433962
Swanson,Michael,52,171.7,56.0,F,non,aucun,Hauts-de-France,non,oui,1961.0,veuf,2.0,0.44,2021-11-24,524.0,641.038,500.0
Clark,Joshua,31,167.0,59.0,H,oui,aucun,Corse,non,oui,2584.0,célibataire,1.0,0.09,2021-01-17,553.0,782.222,8046.205505553663
Smith,Joseph,36,164.6,52.5,H,oui,doctorat,Île-de-France,non,oui,1473.0,célibataire,3.0,0.85,2024-12-15,818.0,717.0020000000001,43583.34878273814
Elliott,Jose,20,176.7,88.5,H,non,doctorat,Normandie,oui,oui,2107.0,célibataire,2.0,0.12,2023-03-03,577.0,975.092,6767.328623308507
Wilson,John,75,162.0,49.5,H,non,bac,Hauts-de-France,non,oui,3701.0,divorcé,3.0,0.2,2022-10-11,774.0,877.6360000000001,14834.964271844226
Moran,Sheila,41,175.0,78.9,H,non,doctorat,Corse,oui,non,3161.0,veuf,2.0,0.37,2020-07-28,590.0,834.56,500.0
Zimmerman,Mary,45,182.5,67.6,H,non,doctorat,Normandie,non,oui,3218.0,célibataire,5.0,0.76,2023-01-09,342.0,1047.49,30486.06973950227
Aguilar,David,62,188.9,57.2,H,non,bac+2,Normandie,non,oui,2911.0,célibataire,1.0,0.9,2024-01-13,714.0,1112.6619999999998,21418.883722660517
Kelly,Megan,20,186.1,95.9,H,non,aucun,Hauts-de-France,non,oui,1929.0,marié,1.0,0.26,2022-07-10,553.0,806.3860000000001,500.0
Maddox,Diana,27,178.4,61.8,F,oui,doctorat,Corse,non,oui,1775.0,marié,1.0,0.76,2021-11-25,366.0,477.98199999999997,10182.550534848682
Nolan,Jake,69,164.7,70.6,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,1374.0,marié,3.0,0.81,2023-12-24,714.0,735.512,13117.945242301628
Hicks,Kim,44,164.7,49.9,F,oui,bac+2,Hauts-de-France,non,oui,2872.0,divorcé,1.0,0.33,2020-05-29,678.0,798.398,18881.68553120388
Townsend,James,74,187.4,71.3,H,non,master,Hauts-de-France,oui,oui,2919.0,veuf,3.0,0.46,2023-11-24,581.0,1026.826,2481.09959892883
Wilson,Anthony,55,161.7,67.9,F,non,bac+2,Corse,non,non,1739.0,divorcé,4.0,0.04,2024-06-29,763.0,928.4379999999999,500.0
Jones,Lisa,68,191.0,74.0,F,oui,bac+2,Occitanie,non,oui,1173.0,divorcé,4.0,0.72,2024-04-06,576.0,641.362,15432.273114806869
Parker,Cody,38,169.2,63.1,F,oui,bac,Normandie,oui,oui,1484.0,divorcé,4.0,0.14,2025-01-11,576.0,765.12,500.0
Harper,Cynthia,54,167.3,67.0,F,oui,bac+2,Auvergne-Rhône-Alpes,non,non,3899.0,marié,4.0,0.02,2021-08-06,777.0,562.14,3554.3397796209447
Castaneda,Carrie,66,172.7,54.4,H,oui,bac+2,Occitanie,non,non,3621.0,marié,5.0,0.91,2021-08-15,648.0,1022.3040000000001,500.0
Peterson,Tara,42,160.5,80.4,F,non,bac+2,Auvergne-Rhône-Alpes,non,oui,3141.0,veuf,1.0,0.98,2020-11-29,411.0,649.496,18569.509973487773
Miller,Alexis,61,184.8,78.2,H,non,bac+2,Bretagne,oui,non,1851.0,marié,5.0,0.83,2021-04-26,780.0,737.85,500.0
Sharp,Samuel,44,182.7,83.0,H,non,aucun,Île-de-France,oui,oui,2055.0,marié,1.0,0.17,2025-01-28,553.0,752.7339999999999,2477.730488837312
Brewer,James,67,164.4,71.6,H,oui,master,Occitanie,non,oui,1844.0,célibataire,2.0,0.09,2024-01-07,600.0,743.34,26612.34048782037
Young,Priscilla,68,175.2,90.9,F,non,aucun,Île-de-France,oui,oui,2326.0,divorcé,1.0,0.81,2022-05-11,413.0,916.09,500.0
Harris,Marie,44,181.4,102.1,F,oui,doctorat,Bretagne,non,oui,2211.0,célibataire,4.0,0.52,2023-10-13,616.0,1218.35,36720.79622810243
Bauer,Brenda,40,164.2,67.2,F,oui,aucun,Corse,non,non,1960.0,veuf,3.0,0.81,2020-09-22,774.0,641.038,500.0
