nom,prenom,niveau_etude,region,smoker,revenu_estime_mois,historique_credits,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Griffin,Adam,doctorat,Provence-Alpes-Côte d’Azur,oui,5245.0,2.0,2024-08-12,345.0,867.952,674.3874406919842
Phillips,Jeanette,aucun,Île-de-France,oui,1895.0,4.0,2024-12-14,749.0,906.222,5249.559463637888
Cox,Dennis,bac,Corse,oui,3452.0,4.0,2020-01-17,576.0,927.64,500.0
Hayes,David,bac+2,Île-de-France,oui,3169.0,4.0,2022-07-05,576.0,1034.22,500.0
Cain,David,doctorat,Provence-Alpes-Côte d’Azur,non,2746.0,0.0,2022-04-19,688.0,673.44,2544.0338919489623
Sexton,Mark,master,Normandie,non,1435.0,3.0,2021-04-20,581.0,849.48,8160.771271682468
Williams,Andrea,master,Normandie,oui,723.0,2.0,2024-01-25,577.0,624.89,500.0
Blair,Timothy,master,Normandie,oui,1117.0,2.0,2023-06-22,728.0,751.0060000000001,500.0
Ruiz,Jean,master,Bretagne,non,2262.0,2.0,2023-12-12,577.0,480.28200000000004,500.0
Matthews,Nathan,bac+2,Normandie,non,948.0,2.0,2022-09-22,577.0,1001.04,2316.650013531266
Vance,Keith,doctorat,Auvergne-Rhône-Alpes,oui,2423.0,0.0,2023-06-22,434.0,838.0540000000001,500.0
French,William,master,Occitanie,non,1333.0,0.0,2020-12-21,580.0,972.58,24008.62845286836
Martinez,Kimberly,master,Occitanie,non,857.0,3.0,2022-03-23,630.0,843.658,500.0
Tran,Brent,bac,Normandie,non,1604.0,2.0,2023-04-24,577.0,948.9619999999999,500.0
Baird,Carol,bac,Corse,oui,3696.0,4.0,2024-03-10,576.0,977.7,500.0
Oliver,Denise,master,Provence-Alpes-Côte d’Azur,oui,1295.0,0.0,2021-04-02,816.0,755.9199999999998,12277.981980939903
Johnson,Amy,aucun,Hauts-de-France,oui,3306.0,3.0,2022-06-18,581.0,682.9860000000001,500.0
Massey,Amanda,master,Île-de-France,non,4485.0,4.0,2022-05-28,576.0,654.742,32229.094228449227
Silva,Wendy,aucun,Île-de-France,non,2483.0,5.0,2020-09-21,473.0,809.838,2670.383656098497
Gordon,Robert,doctorat,Normandie,oui,2372.0,0.0,2024-01-23,368.0,639.734,500.0
Kirk,Nancy,bac,Bretagne,oui,500.0,4.0,2022-01-07,576.0,806.098,500.0
Walsh,Jeffrey,doctorat,Occitanie,oui,2857.0,2.0,2021-04-15,577.0,918.434,500.0
Blake,Derek,master,Auvergne-Rhône-Alpes,non,1938.0,1.0,2022-04-13,331.0,1112.716,21080.28875140006
Hunt,Joseph,doctorat,Provence-Alpes-Côte d’Azur,oui,3802.0,3.0,2021-09-18,430.0,644.74,31041.89141862505
Morgan,Michael,bac+2,Normandie,non,2028.0,0.0,2021-11-10,580.0,410.40600000000006,500.0
Garcia,Margaret,aucun,Occitanie,non,2487.0,1.0,2023-09-09,553.0,645.59,2304.666214490657
Rodriguez,Caleb,bac,Provence-Alpes-Côte d’Azur,non,1511.0,1.0,2023-02-01,553.0,800.2299999999999,13350.112730015251
Chavez,Daniel,doctorat,Corse,oui,2028.0,5.0,2020-04-13,760.0,486.10800000000006,8674.065775266828
Luna,Richard,bac+2,Auvergne-Rhône-Alpes,oui,3645.0,4.0,2024-03-20,621.0,743.71,18564.0776462267
Drake,William,master,Provence-Alpes-Côte d’Azur,non,521.0,3.0,2022-11-04,581.0,727.2040000000001,21807.98852433962
Swanson,Michael,aucun,Hauts-de-France,non,1961.0,2.0,2021-11-24,524.0,641.038,500.0
Clark,Joshua,aucun,Corse,non,2584.0,1.0,2021-01-17,553.0,782.222,8046.205505553663
Smith,Joseph,doctorat,Île-de-France,non,1473.0,3.0,2024-12-15,818.0,717.0020000000001,43583.34878273814
Elliott,Jose,doctorat,Normandie,oui,2107.0,2.0,2023-03-03,577.0,975.092,6767.328623308507
Wilson,John,bac,Hauts-de-France,non,3701.0,3.0,2022-10-11,774.0,877.6360000000001,14834.964271844226
Moran,Sheila,doctorat,Corse,oui,3161.0,2.0,2020-07-28,590.0,834.56,500.0
Zimmerman,Mary,doctorat,Normandie,non,3218.0,5.0,2023-01-09,342.0,1047.49,30486.06973950227
Aguilar,David,bac+2,Normandie,non,2911.0,1.0,2024-01-13,714.0,1112.6619999999998,21418.883722660517
Kelly,Megan,aucun,Hauts-de-France,non,1929.0,1.0,2022-07-10,553.0,806.3860000000001,500.0
Maddox,Diana,doctorat,Corse,non,1775.0,1.0,2021-11-25,366.0,477.98199999999997,10182.550534848682
Nolan,Jake,bac+2,Provence-Alpes-Côte d’Azur,oui,1374.0,3.0,2023-12-24,714.0,735.512,13117.945242301628
Hicks,Kim,bac+2,Hauts-de-France,non,2872.0,1.0,2020-05-29,678.0,798.398,18881.68553120388
Townsend,James,master,Hauts-de-France,oui,2919.0,3.0,2023-11-24,581.0,1026.826,2481.09959892883
Wilson,Anthony,bac+2,Corse,non,1739.0,4.0,2024-06-29,763.0,928.4379999999999,500.0
Jones,Lisa,bac+2,Occitanie,non,1173.0,4.0,2024-04-06,576.0,641.362,15432.273114806869
Parker,Cody,bac,Normandie,oui,1484.0,4.0,2025-01-11,576.0,765.12,500.0
Harper,Cynthia,bac+2,Auvergne-Rhône-Alpes,non,3899.0,4.0,2021-08-06,777.0,562.14,3554.3397796209447
Castaneda,Carrie,bac+2,Occitanie,non,3621.0,5.0,2021-08-15,648.0,1022.3040000000001,500.0
Peterson,Tara,bac+2,Auvergne-Rhône-Alpes,non,3141.0,1.0,2020-11-29,411.0,649.496,18569.509973487773
Miller,Alexis,bac+2,Bretagne,oui,1851.0,5.0,2021-04-26,780.0,737.85,500.0
Sharp,Samuel,aucun,Île-de-France,oui,2055.0,1.0,2025-01-28,553.0,752.7339999999999,2477.730488837312
Brewer,James,master,Occitanie,non,1844.0,2.0,2024-01-07,600.0,743.34,26612.34048782037
Young,Priscilla,aucun,Île-de-France,oui,2326.0,1.0,2022-05-11,413.0,916.09,500.0
Harris,Marie,doctorat,Bretagne,non,2211.0,4.0,2023-10-13,616.0,1218.35,36720.79622810243
Bauer,Brenda,aucun,Corse,non,1960.0,3.0,2020-09-22,774.0,641.038,500.0
Crosby,Marc,master,Provence-Alpes-Côte d’Azur,oui,3899.0,4.0,2023-02-14,326.0,782.57,20246.66434495193
Powers,Brendan,bac,Bretagne,oui,3002.0,1.0,2024-07-11,553.0,787.8260000000001,500.0
Stevens,James,bac+2,Auvergne-Rhône-Alpes,non,2423.0,4.0,2020-01-10,576.0,838.0540000000001,1408.8785531424908
Fitzgerald,Steven,aucun,Auvergne-Rhône-Alpes,oui,1103.0,4.0,2023-11-27,576.0,750.434,500.0
Williams,George,doctorat,Auvergne-Rhône-Alpes,non,1913.0,4.0,2020-01-21,576.0,1064.1879999999999,500.0
Morales,Lori,master,Bretagne,non,2730.0,1.0,2025-01-12,553.0,729.298,27450.298204825674
Mora,Derek,bac+2,Occitanie,non,2412.0,0.0,2023-11-29,499.0,821.4,9971.1296356007
Hood,Keith,doctorat,Occitanie,oui,1287.0,0.0,2024-01-22,580.0,804.94,10200.202622990795
Caldwell,Anthony,doctorat,Provence-Alpes-Côte d’Azur,non,3723.0,2.0,2023-02-05,724.0,658.432,49624.91829353762
Ross,Jason,bac+2,Normandie,non,500.0,2.0,2022-12-14,577.0,654.534,22297.737438200547
Kennedy,Brett,aucun,Auvergne-Rhône-Alpes,non,3271.0,0.0,2023-05-24,580.0,710.44,500.0
Brown,Sharon,bac+2,Hauts-de-France,oui,853.0,2.0,2023-05-18,703.0,941.7620000000001,6850.133759587988
Jones,Zachary,master,Hauts-de-France,oui,4572.0,5.0,2023-10-19,557.0,760.014,5448.772850408665
Jensen,Andrew,bac,Hauts-de-France,oui,1341.0,2.0,2024-04-10,782.0,849.88,500.0
Nguyen,Amy,master,Occitanie,non,2498.0,3.0,2024-01-06,718.0,761.076,19370.037466363938
Haynes,Suzanne,bac+2,Auvergne-Rhône-Alpes,oui,1633.0,3.0,2022-01-19,353.0,478.822,15631.812846511424
Brown,Diana,master,Bretagne,non,1438.0,2.0,2020-07-16,577.0,766.02,9261.194666903108
Zimmerman,Corey,aucun,Provence-Alpes-Côte d’Azur,oui,2542.0,1.0,2021-09-30,553.0,955.6919999999998,500.0
Sawyer,Becky,doctorat,Normandie,oui,1816.0,1.0,2021-07-07,558.0,654.58,1862.4561355572528
Burton,Michael,aucun,Île-de-France,oui,2721.0,5.0,2021-06-28,557.0,770.5840000000001,500.0
Carter,David,aucun,Île-de-France,non,1719.0,3.0,2023-01-26,581.0,738.41,500.0
Cameron,Jennifer,aucun,Corse,non,2570.0,1.0,2022-11-04,553.0,797.21,500.0
Grimes,Gabrielle,bac+2,Normandie,oui,2463.0,4.0,2022-12-11,328.0,889.2299999999999,3670.209077088856
Potter,Jamie,aucun,Île-de-France,oui,3713.0,2.0,2024-12-03,577.0,771.05,500.0
Lopez,Richard,bac,Occitanie,oui,3416.0,0.0,2024-01-03,580.0,940.436,500.0
Harris,Marie,master,Auvergne-Rhône-Alpes,oui,3830.0,2.0,2023-01-07,577.0,691.93,500.0
Pope,Nicholas,doctorat,Île-de-France,non,2233.0,1.0,2022-03-15,553.0,298.53,39428.024035626215
Williams,Ruben,bac+2,Île-de-France,oui,3425.0,1.0,2020-08-03,553.0,1108.316,500.0
Henderson,Rachel,bac+2,Provence-Alpes-Côte d’Azur,non,3228.0,5.0,2023-09-17,557.0,747.558,500.0
Phillips,Joel,doctorat,Normandie,oui,2712.0,4.0,2020-01-01,576.0,733.522,3596.6611426710924
Rodgers,Anthony,bac+2,Provence-Alpes-Côte d’Azur,non,1445.0,4.0,2022-11-05,576.0,932.65,17530.812741714606
Bates,Sandra,master,Normandie,oui,2088.0,1.0,2022-10-19,553.0,1114.26,500.0
Morris,Tommy,bac+2,Hauts-de-France,oui,3698.0,4.0,2025-02-02,843.0,977.7,17931.91195080179
Clark,Travis,aucun,Corse,oui,4520.0,0.0,2021-02-20,756.0,1107.9740000000002,500.0
Johnson,Nicole,aucun,Provence-Alpes-Côte d’Azur,oui,2235.0,0.0,2024-09-26,825.0,870.26,15135.786551883626
Sanders,Debra,bac+2,Hauts-de-France,oui,1953.0,2.0,2023-08-24,728.0,809.284,8069.115852258167
Johns,Walter,aucun,Auvergne-Rhône-Alpes,oui,2697.0,4.0,2021-11-03,576.0,1035.5059999999999,1654.6371086232252
Weaver,Linda,master,Bretagne,non,2660.0,0.0,2023-12-09,464.0,829.2299999999999,500.0
Hill,Sean,doctorat,Occitanie,non,2338.0,3.0,2024-02-11,581.0,569.38,1618.0977808317425
Perez,Jason,aucun,Île-de-France,oui,3933.0,4.0,2024-10-19,752.0,713.4280000000001,14130.781737072944
House,Austin,aucun,Auvergne-Rhône-Alpes,non,3518.0,5.0,2023-12-25,557.0,797.3399999999999,23160.849927200656
Manning,Todd,master,Auvergne-Rhône-Alpes,non,2605.0,5.0,2025-05-05,764.0,721.23,26347.825047277667
Phillips,Jeremy,doctorat,Normandie,oui,2574.0,1.0,2021-11-04,524.0,659.242,500.0
Little,Matthew,bac+2,Auvergne-Rhône-Alpes,non,911.0,1.0,2020-11-11,743.0,736.652,20436.712111452085
Myers,Jennifer,aucun,Occitanie,oui,2267.0,1.0,2020-06-17,553.0,766.3520000000001,500.0
Smith,Stephen,doctorat,Hauts-de-France,oui,2107.0,2.0,2023-10-30,577.0,775.36,6109.2432256150105
Rodriguez,David,bac+2,Occitanie,non,1046.0,4.0,2022-06-14,576.0,524.91,500.0
Harrison,Regina,bac+2,Bretagne,oui,3514.0,4.0,2024-05-24,576.0,1307.961000000001,500.0
Grimes,Stacy,aucun,Occitanie,non,6826.0,5.0,2021-08-01,557.0,1023.732,1623.495217891231
Mcfarland,Alexis,master,Île-de-France,non,2360.0,0.0,2023-04-12,813.0,1007.454,22793.390962113543
Garcia,Scott,bac,Occitanie,oui,2550.0,2.0,2023-05-07,524.0,911.418,6817.886738272792
Watson,Angela,aucun,Bretagne,oui,3031.0,2.0,2025-04-20,577.0,1145.34,500.0
Juarez,Amber,doctorat,Hauts-de-France,oui,3051.0,3.0,2022-03-25,581.0,872.1099999999999,12819.150872661288
Sanchez,Brett,aucun,Provence-Alpes-Côte d’Azur,non,2080.0,1.0,2024-11-04,413.0,692.2,10253.33495029246
Mckenzie,Aaron,bac+2,Occitanie,non,1310.0,0.0,2020-10-18,324.0,839.3879999999999,500.0
Brewer,Craig,master,Corse,non,3741.0,4.0,2020-08-15,576.0,1154.45,2841.905005728218
Brown,Anna,bac+2,Bretagne,non,1559.0,3.0,2020-03-27,820.0,590.5799999999999,28209.424260254447
Horne,Ryan,bac,Provence-Alpes-Côte d’Azur,oui,2659.0,4.0,2024-10-11,576.0,773.172,500.0
Garcia,Norma,doctorat,Bretagne,oui,666.0,5.0,2023-09-20,685.0,842.682,9654.116287509927
Collins,Felicia,aucun,Île-de-France,non,1933.0,1.0,2021-03-25,553.0,1263.56,7419.553478831272
Carpenter,Jennifer,bac,Provence-Alpes-Côte d’Azur,oui,4663.0,3.0,2022-10-08,478.0,694.46,500.0
Cole,Paula,master,Bretagne,oui,3335.0,4.0,2023-07-30,624.0,676.472,11554.821967787862
Richardson,Ryan,bac,Occitanie,oui,2515.0,3.0,2022-08-31,581.0,657.94,500.0
Keller,Christopher,doctorat,Île-de-France,non,1714.0,3.0,2024-11-28,581.0,999.4740000000002,7044.443319388295
Delgado,Carolyn,bac+2,Provence-Alpes-Côte d’Azur,non,2052.0,2.0,2022-11-07,577.0,750.966,500.0
Newman,Jesus,bac+2,Corse,oui,2742.0,4.0,2023-05-30,615.0,821.25,500.0
Fletcher,Julian,bac+2,Corse,oui,4829.0,2.0,2023-07-24,577.0,483.1,4259.007150531642
Vega,Roger,bac+2,Bretagne,oui,2532.0,5.0,2020-02-15,557.0,514.02,3980.025127793752
Mcclure,Marcus,doctorat,Île-de-France,non,2978.0,5.0,2022-07-24,557.0,1076.2,1283.8464768045365
Deleon,Kimberly,bac,Auvergne-Rhône-Alpes,oui,3897.0,1.0,2020-04-03,639.0,782.57,770.868971321893
Brown,Jorge,bac+2,Hauts-de-France,oui,2162.0,3.0,2024-12-30,470.0,588.894,500.0
Love,Blake,master,Bretagne,oui,3006.0,0.0,2024-02-07,536.0,684.0960000000001,14623.449797005103
Johnson,Tina,bac+2,Hauts-de-France,non,5957.0,5.0,2024-03-05,557.0,540.85,500.0
Patel,Shelby,master,Provence-Alpes-Côte d’Azur,oui,500.0,2.0,2021-02-22,695.0,713.5759999999999,2388.852790261776
Gonzalez,Bethany,doctorat,Auvergne-Rhône-Alpes,oui,2261.0,2.0,2023-05-18,577.0,564.668,20804.09006294792
Dominguez,Erica,bac,Provence-Alpes-Côte d’Azur,oui,1851.0,0.0,2020-11-07,583.0,737.85,4330.739667182579
Pearson,Wendy,master,Bretagne,oui,1493.0,4.0,2023-02-23,576.0,726.374,11379.84588857202
Davis,Melvin,aucun,Normandie,oui,1430.0,2.0,2024-07-29,844.0,730.316,500.0
Perry,Brandon,master,Île-de-France,oui,2390.0,4.0,2020-03-19,576.0,940.326,13334.048021918
Wagner,Lisa,master,Hauts-de-France,non,2904.0,2.0,2024-11-17,577.0,843.832,500.0
Shaw,David,bac,Bretagne,oui,3487.0,1.0,2025-01-12,553.0,443.05,500.0
Hobbs,Joan,doctorat,Bretagne,non,2678.0,1.0,2023-11-13,553.0,1001.9200000000001,903.4680696444676
Willis,Katherine,doctorat,Bretagne,oui,2025.0,0.0,2020-05-11,446.0,511.742,500.0
Berry,Kaitlyn,doctorat,Corse,non,1427.0,3.0,2025-03-12,688.0,902.49,15034.320179440205
Maddox,Daniel,doctorat,Normandie,oui,1991.0,3.0,2021-06-07,581.0,936.2,9205.21598689522
Blair,Jody,bac+2,Provence-Alpes-Côte d’Azur,non,2849.0,4.0,2024-11-03,309.0,703.33,14858.391477912968
Garcia,Melissa,bac,Provence-Alpes-Côte d’Azur,non,1784.0,5.0,2023-09-11,557.0,595.066,9198.55668405212
Walker,Elizabeth,bac+2,Corse,oui,1315.0,0.0,2023-03-11,789.0,345.86,500.0
Wong,Heather,doctorat,Occitanie,oui,3139.0,0.0,2022-05-31,580.0,728.3100000000001,500.0
Aguilar,Jonathan,aucun,Auvergne-Rhône-Alpes,oui,2266.0,2.0,2023-07-24,345.0,696.956,500.0
Leon,Ariel,doctorat,Bretagne,non,1315.0,3.0,2023-04-18,312.0,871.0039999999999,27055.75851239357
Erickson,Nicholas,bac+2,Île-de-France,non,3776.0,5.0,2020-03-11,808.0,1208.54,36777.334147647125
Green,Meredith,aucun,Bretagne,non,2750.0,4.0,2024-12-01,649.0,660.65,500.0
Turner,Allison,master,Provence-Alpes-Côte d’Azur,non,2204.0,2.0,2024-03-19,577.0,816.0980000000001,500.0
Phillips,Kristen,master,Hauts-de-France,non,500.0,1.0,2023-10-19,553.0,837.7660000000002,16975.72079082583
Coleman,Seth,bac+2,Auvergne-Rhône-Alpes,non,2256.0,0.0,2023-06-01,580.0,805.4099999999999,12346.94459500908
Gonzalez,Angela,doctorat,Auvergne-Rhône-Alpes,non,2145.0,0.0,2024-03-27,580.0,984.4040000000001,25010.283170057985
Newton,Marcus,bac+2,Corse,oui,1429.0,4.0,2024-02-26,576.0,768.4739999999999,500.0
Rojas,Melissa,doctorat,Corse,oui,1206.0,0.0,2021-09-05,839.0,975.32,500.0
Gray,Mary,aucun,Île-de-France,non,3935.0,0.0,2021-12-22,538.0,631.108,500.0
Murphy,Krista,bac+2,Auvergne-Rhône-Alpes,oui,3802.0,1.0,2023-11-02,598.0,1124.77,20390.17432466051
Vaughn,Jeffrey,doctorat,Provence-Alpes-Côte d’Azur,oui,500.0,3.0,2024-09-21,687.0,713.5759999999999,500.0
Dixon,Martin,aucun,Île-de-France,non,1018.0,5.0,2022-08-25,388.0,772.2760000000001,12709.66673271385
Luna,Andrew,doctorat,Corse,non,2588.0,4.0,2024-11-15,576.0,860.5039999999999,23329.68878507518
Davis,Mary,bac,Bretagne,oui,2614.0,4.0,2023-06-21,576.0,1052.9299999999998,500.0
Craig,Christopher,bac+2,Auvergne-Rhône-Alpes,non,1018.0,2.0,2022-03-27,577.0,772.2760000000001,9781.364894180851
Reese,Marilyn,master,Normandie,non,2912.0,3.0,2021-12-06,581.0,1112.6619999999998,17852.537359250768
Munoz,Michelle,bac,Auvergne-Rhône-Alpes,non,2033.0,5.0,2025-02-25,557.0,806.004,13669.31886405003
Campbell,Brian,aucun,Hauts-de-France,oui,3443.0,0.0,2020-10-04,580.0,844.9440000000001,500.0
Bowers,Holly,bac,Occitanie,oui,1685.0,2.0,2021-04-15,577.0,666.15,14051.63539734849
Mendez,Judy,doctorat,Île-de-France,non,2371.0,3.0,2023-11-05,581.0,626.56,27124.288015359627
Williams,Patrick,bac,Corse,non,2669.0,2.0,2021-11-30,577.0,431.6360000000001,8625.077310819364
Jordan,Michael,bac+2,Île-de-France,oui,1893.0,3.0,2023-08-13,656.0,910.842,12612.621374535289
Campbell,Samantha,bac+2,Auvergne-Rhône-Alpes,non,1007.0,4.0,2020-02-16,576.0,707.836,17814.3603129932
Swanson,David,doctorat,Occitanie,non,3128.0,1.0,2022-09-06,553.0,733.4560000000001,3833.354102818864
Cannon,Lisa,bac+2,Auvergne-Rhône-Alpes,oui,1861.0,4.0,2024-12-29,348.0,619.358,500.0
Gonzalez,Teresa,bac,Hauts-de-France,oui,3635.0,2.0,2020-04-14,740.0,1183.622,500.0
Oliver,Karen,aucun,Normandie,oui,1511.0,4.0,2020-12-20,576.0,800.23,500.0
Smith,Benjamin,doctorat,Occitanie,non,3030.0,3.0,2024-10-27,820.0,897.0899999999999,35348.64876190992
Ho,Julie,bac+2,Hauts-de-France,oui,5598.0,5.0,2021-08-05,557.0,992.76,17310.303954491825
Cooper,Christopher,aucun,Île-de-France,non,500.0,4.0,2025-04-28,725.0,482.6199999999999,500.0
Wilson,Seth,bac,Occitanie,oui,3078.0,5.0,2025-03-23,557.0,634.9580000000001,15942.314525456555
Porter,Maria,doctorat,Provence-Alpes-Côte d’Azur,oui,3355.0,1.0,2021-01-26,553.0,806.454,34713.92421117443
Ramos,Nathan,aucun,Hauts-de-France,oui,1993.0,0.0,2025-04-29,488.0,581.558,500.0
Lopez,Kimberly,master,Hauts-de-France,oui,1348.0,5.0,2024-03-04,557.0,670.426,500.0
Reynolds,Kyle,doctorat,Occitanie,oui,3949.0,0.0,2023-07-05,823.0,883.2700000000001,29471.09638797179
Rojas,Sandra,master,Occitanie,oui,3350.0,4.0,2021-09-08,673.0,625.872,500.0
Hamilton,April,bac+2,Normandie,non,2770.0,2.0,2025-01-02,607.0,967.0800000000002,1383.1904886237637
Juarez,Zachary,master,Auvergne-Rhône-Alpes,oui,1121.0,3.0,2022-10-22,581.0,751.858,4161.7405852611
Dunn,Sandra,master,Corse,oui,2059.0,4.0,2021-11-15,576.0,1053.24,500.0
Miller,Todd,master,Bretagne,non,1576.0,2.0,2024-10-27,577.0,832.668,22458.55901686182
Moore,Jonathan,doctorat,Corse,oui,1203.0,0.0,2023-09-16,580.0,971.76,4640.7751736350365
Murray,Samantha,master,Île-de-France,non,3029.0,0.0,2022-11-11,580.0,1023.9039999999999,29295.164946125675
Taylor,Laura,bac,Corse,non,2164.0,2.0,2020-06-02,577.0,637.9620000000001,500.0
Davis,Michael,aucun,Bretagne,oui,1419.0,4.0,2023-06-04,392.0,715.22,500.0
Watkins,Kelly,aucun,Normandie,oui,1658.0,3.0,2024-04-24,422.0,809.0219999999999,500.0
Logan,Ashley,master,Bretagne,oui,4470.0,1.0,2020-08-08,359.0,828.758,15523.149263294406
Gray,Timothy,master,Normandie,non,836.0,2.0,2025-05-12,577.0,719.0439999999999,500.0
Cain,Misty,aucun,Normandie,non,1719.0,2.0,2024-10-13,577.0,772.5539999999999,9806.122808733253
Stewart,Richard,master,Île-de-France,oui,3388.0,4.0,2025-05-03,476.0,905.408,24219.908897169917
Knapp,Michael,master,Corse,non,1294.0,3.0,2023-04-21,581.0,686.794,21345.87926073056
Morrison,Kathleen,master,Normandie,oui,1393.0,0.0,2022-12-13,580.0,912.9540000000001,500.0
Garcia,James,bac,Hauts-de-France,non,1913.0,1.0,2025-04-10,763.0,738.076,14689.539832612178
Fields,Derek,aucun,Auvergne-Rhône-Alpes,non,1302.0,3.0,2022-06-02,581.0,1054.442,500.0
Garner,Jason,aucun,Normandie,oui,2666.0,0.0,2020-02-16,830.0,725.362,3738.15122909472
King,Sarah,bac+2,Hauts-de-France,oui,2381.0,4.0,2020-10-13,803.0,510.68999999999994,500.0
Meadows,David,doctorat,Corse,oui,1857.0,3.0,2023-05-29,641.0,514.64,9969.429447889564
Garcia,Paula,doctorat,Bretagne,oui,1476.0,3.0,2023-03-19,581.0,854.3100000000001,500.0
Navarro,Jeremy,bac+2,Corse,non,3950.0,5.0,2020-11-05,503.0,881.244,500.0
Martin,Anne,master,Normandie,oui,2490.0,0.0,2021-06-24,451.0,607.996,500.0
Jones,James,bac,Auvergne-Rhône-Alpes,oui,2512.0,3.0,2021-01-09,581.0,317.21,500.0
Thomas,Sonia,bac,Provence-Alpes-Côte d’Azur,oui,4439.0,1.0,2021-04-05,644.0,969.318,500.0
Solomon,Kyle,doctorat,Occitanie,non,1002.0,3.0,2021-05-30,581.0,739.5779999999999,500.0
Evans,Valerie,aucun,Île-de-France,non,2171.0,4.0,2024-10-20,576.0,993.47,17768.290622195058
Chandler,Ashley,master,Corse,non,1078.0,3.0,2024-07-11,719.0,795.854,14489.190386682125
Moore,Stefanie,bac,Occitanie,non,997.0,2.0,2022-09-29,789.0,797.414,15145.615965678611
Lawrence,Chelsea,aucun,Provence-Alpes-Côte d’Azur,oui,4067.0,0.0,2021-05-29,363.0,817.89,500.0
Johnson,Sean,aucun,Normandie,oui,2301.0,2.0,2024-04-12,577.0,967.4380000000001,500.0
Sullivan,Patricia,doctorat,Hauts-de-France,non,4989.0,0.0,2021-07-23,580.0,884.924,35186.66956429233
Moore,Timothy,aucun,Auvergne-Rhône-Alpes,oui,500.0,3.0,2021-12-27,674.0,650.918,500.0
Cardenas,Mark,doctorat,Corse,oui,2222.0,5.0,2024-10-22,557.0,740.9300000000001,500.0
Griffin,Amy,bac+2,Île-de-France,non,4170.0,2.0,2024-07-02,577.0,728.94,35274.274461424524
Watson,Devin,master,Île-de-France,oui,500.0,5.0,2024-02-07,557.0,482.6199999999999,17595.253624411256
Simon,Joel,bac+2,Occitanie,non,2580.0,2.0,2020-04-25,577.0,486.1139999999999,500.0
Flowers,Anna,aucun,Normandie,oui,2965.0,1.0,2024-10-19,553.0,1307.961000000001,500.0
Mckinney,Kerri,bac,Provence-Alpes-Côte d’Azur,oui,3021.0,3.0,2024-04-24,581.0,535.11,13391.83680772964
Hodge,Mark,master,Île-de-France,oui,2673.0,2.0,2024-12-31,577.0,613.578,500.0
Fitzgerald,Christine,aucun,Occitanie,oui,1378.0,5.0,2023-11-19,557.0,815.326,500.0
Rivas,Jennifer,bac,Bretagne,oui,500.0,1.0,2020-03-15,450.0,806.098,500.0
Young,Jennifer,master,Île-de-France,oui,2014.0,5.0,2020-11-01,557.0,473.896,18644.75551269439
Williamson,Jason,aucun,Occitanie,non,2128.0,3.0,2024-04-14,511.0,878.732,500.0
Adams,Amy,bac+2,Île-de-France,non,2988.0,5.0,2021-05-16,608.0,626.27,31915.413161279317
Leblanc,Robert,aucun,Bretagne,non,2561.0,4.0,2021-09-17,591.0,862.734,6951.049702536611
Campbell,Amy,master,Auvergne-Rhône-Alpes,non,1066.0,3.0,2021-03-06,617.0,901.116,500.0
Lee,Antonio,doctorat,Bretagne,non,1290.0,4.0,2024-10-16,576.0,921.042,6535.340337088602
Thomas,Miranda,bac,Auvergne-Rhône-Alpes,oui,3037.0,4.0,2022-05-07,576.0,715.668,500.0
Sparks,Deanna,aucun,Normandie,non,3254.0,4.0,2020-02-19,576.0,790.1400000000001,13299.570559640746
Benjamin,Anthony,bac+2,Occitanie,non,2243.0,1.0,2023-12-25,475.0,832.768,18268.911023549957
Higgins,Antonio,doctorat,Normandie,non,500.0,4.0,2025-01-06,348.0,654.534,500.0
Johnson,Erik,master,Provence-Alpes-Côte d’Azur,oui,4184.0,3.0,2020-03-30,720.0,996.466,500.0
Jones,Jessica,bac,Provence-Alpes-Côte d’Azur,oui,1782.0,3.0,2021-10-31,581.0,686.8519999999999,500.0
Wong,Michael,aucun,Normandie,non,2762.0,1.0,2024-10-26,433.0,792.0600000000001,13167.874098585917
Simpson,James,doctorat,Occitanie,non,2849.0,4.0,2024-12-11,576.0,703.33,5876.08168713673
West,Crystal,master,Auvergne-Rhône-Alpes,non,1791.0,1.0,2022-10-11,553.0,676.122,26063.849456923388
Mclaughlin,Michael,bac+2,Provence-Alpes-Côte d’Azur,non,2738.0,3.0,2021-10-26,622.0,471.58,19942.55921405613
Henry,Heather,aucun,Corse,oui,1181.0,1.0,2023-04-11,837.0,783.8300000000002,500.0
Watson,Robert,master,Île-de-France,oui,2341.0,2.0,2025-02-01,577.0,365.62,500.0
Murphy,Amy,aucun,Occitanie,oui,3604.0,2.0,2022-11-12,577.0,698.614,500.0
Williams,Krystal,bac,Occitanie,oui,3274.0,5.0,2024-01-23,505.0,655.454,12674.143471485697
Norris,Andrea,bac+2,Provence-Alpes-Côte d’Azur,non,500.0,3.0,2022-01-15,581.0,713.5759999999999,12067.719839520172
Thompson,Antonio,bac+2,Provence-Alpes-Côte d’Azur,oui,4567.0,1.0,2023-05-26,553.0,799.4300000000001,500.0
Clark,Susan,doctorat,Provence-Alpes-Côte d’Azur,non,3660.0,4.0,2023-08-20,576.0,537.37,27370.761151119943
